Market,Date,Month,Year,LSE IPO,TIDM,Company,Issue type,Country of Inc.,FTSE Industry,FTSE Sector, FTSE Subsector ,Issue Price,Currency, Market Cap - Opening Price (£m) ,Nominated Advisor (AIM only),Money Raised - New (),Money Raised - Existing (),TOTAL RAISED (),Initial Trading Open,Intiial Trading High,Initial Trading Low,Close Day 1,Volume Initial Trading Day,Close Day 7 Trading,Price End Day 30,Price End Day 90,Price End Day 180,Price End Day 365,Price End Day 2 Years,Price End Day 5 Years,Price End Day 10 Years,notes,,,,,,,,,
International Main Market,14/12/2005,01/12/2005,2005,IPO,,TELECOM EGYPT,International Offering (GDR),Egypt,673,Telecommunication Services,Fixed-Line Telecommunication Services,13.504,,333.14,,333.14,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,14/12/2005,01/12/2005,2005,IPO,,DAWNAY DAY TREVERIA,New Company Placing,United Kingdom,862,Real Estate,Real Estate Holding & Development,67.3,,276.29,Citigroup Global Markets UK Equity Limited,252.38,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,14/12/2005,01/12/2005,2005,IPO,,EQUEST BALKAN PROPERTIES,New Company Placing,United Kingdom,862,Real Estate,Real Estate Holding & Development,100,,140,Oriel Securities Limited,140,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,14/12/2005,01/12/2005,2005,IPO,,CARLUCCIO'S,New Company Placing,United Kingdom,539,Leisure & Hotels,"Restaurants, Pubs & Breweries",94.5,,53.62,Close Brothers Corporate Finance Limited,26.54,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,14/12/2005,01/12/2005,2005,IPO,,@UK,New Company Placing,United Kingdom,977,Software & Computer Services,Software,60,,22.54,Shore Capital & Corporate Limited,8,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,14/12/2005,01/12/2005,2005,IPO,,CARDIOMAG IMAGING INC,New Company Placing,USA,446,Health,Medical Equipment & Supplies,137,,28.95,Merrill Lynch International,5.29,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,14/12/2005,01/12/2005,2005,IPO,,ADVANCED SMARTCARD TECHNOLOGIES,New Company Placing,United Kingdom,977,Software & Computer Services,Software,3,,5.92,ARM Corporate Finance Limited,0.75,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,13/12/2005,01/12/2005,2005,IPO,,QUEENS WALK INVESTMENT,New Company Placing,United Kingdom,879,Speciality & Other Finance,Other Financial,10,,277.76,,153.86,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,13/12/2005,01/12/2005,2005,IPO,,MERRILL LYNCH COMMODITIES INC INV,New Company Placing,United Kingdom,850,Investment Companies,Investment Companies,100,,75,,75,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,13/12/2005,01/12/2005,2005,IPO,,SERICA ENERGY,New Company Placing,United Kingdom,73,Oil & Gas,Oil & Gas - Exploration & Production,95,,135.42,JPMorgan Cazenove Limited,64,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,13/12/2005,01/12/2005,2005,IPO,,LOMBARD MEDICAL TECHNOLOGIES,New Company Placing,United Kingdom,446,Health,Medical Equipment & Supplies,159,,77.74,Code Securities Limited,26.18,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,13/12/2005,01/12/2005,2005,IPO,,GREAT EASTERN ENERGY CORP,New Company Placing,India,78,Oil & Gas,Oil - Integrated,101,,18.99,Arden Partners Limited,18.99,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,12/12/2005,01/12/2005,2005,IPO,,OFF-PLAN FUND(THE),New Company Placing,United Kingdom,862,Real Estate,Real Estate Holding & Development,100,,9.26,Numis Securities Limited,6.77,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,12/12/2005,01/12/2005,2005,IPO,,INDEPENDENT RESOURCES,New Company Placing,United Kingdom,78,Oil & Gas,Oil - Integrated,60,,20.06,Deloitte & Touche LLP,5.06,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,12/12/2005,01/12/2005,2005,IPO,,AMAZING HLDGS,New Company Placing,United Kingdom,532,Leisure & Hotels,Gambling,185,,28.31,Daniel Stewart & Company plc,1.84,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,09/12/2005,01/12/2005,2005,IPO,,PLEXUS HLDGS,New Company Placing,United Kingdom,75,Oil & Gas,Oil - Services,59,,47.31,Bell Lawrie & Co,11,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,08/12/2005,01/12/2005,2005,IPO,,DOLPHIN CAPITAL INVESTORS,New Company Placing,British Virgin Islands,862,Real Estate,Real Estate Holding & Development,68,,74.12,Grant Thornton UK LLP ,70.72,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,08/12/2005,01/12/2005,2005,IPO,,ORPAK SYSTEMS,New Company Placing,Israel,253,Electronic & Electrical Equipment,Electronic Equipment,140,,46.55,Seymour Pierce Limited,14.58,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,07/12/2005,01/12/2005,2005,IPO,,AUTOCLENZ HLDGS,New Company Placing,United Kingdom,318,Automobiles,Vehicle Distribution,125,,13,KBC Peel Hunt Limited,13,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,07/12/2005,01/12/2005,2005,IPO,,CYAN HLDGS,New Company Placing,United Kingdom,936,Information Technology Hardware,Semiconductors,22,,18.55,Colins Stewart Europe Limited,4.81,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,06/12/2005,01/12/2005,2005,IPO,,INTERNATIONAL MARKETING & SALES GRP,New Company Placing,Republic of Ireland,545,Media & Entertainment,Media Agencies,190,,57.61,Canaccord Adams Limited,15.2,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,06/12/2005,01/12/2005,2005,IPO,,CHINA SHOTO,New Company Placing,United Kingdom,252,Electronic & Electrical Equipment,Electrical Equipment,130,,26,Seymour Pierce Limited,6,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,05/12/2005,01/12/2005,2005,IPO,,AMIAD FILTRATION SYSTEMS,New Company Placing,Israel,264,Engineering & Machinery,Engineering - Contractors,129,,25.14,Panmure Gordon (UK) Limited,8.01,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,05/12/2005,01/12/2005,2005,IPO,,MISSION CAPITAL,New Company Placing,United Kingdom,862,Real Estate,Real Estate Holding & Development,5,,4.26,Arbuthnot Securities Limited,3.03,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,02/12/2005,01/12/2005,2005,IPO,,INDAGO PETROLEUM,New Company Placing,United Kingdom,73,Oil & Gas,Oil & Gas - Exploration & Production,70,,186.67,Nabarro Wells & Co. Limited,70,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,02/12/2005,01/12/2005,2005,IPO,,GENOSIS,New Company Placing,United Kingdom,446,Health,Medical Equipment & Supplies,110,,17.04,Evolution Securities Limited,7,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,01/12/2005,01/12/2005,2005,IPO,,MORANT WRIGHT JAPAN INCOME TRUST,New Company Placing,United Kingdom,850,Investment Companies,Investment Companies,100,,142.17,,142.17,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,01/12/2005,01/12/2005,2005,IPO,,KAZAKHGOLD GROUP,International Offering (GDR),United Kingdom,43,Mining,Gold Mining,15,,409.85,,113.99,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,01/12/2005,01/12/2005,2005,IPO,,COSENTINO SIGNATURE WINES,New Company Placing,United Kingdom,416,Beverages,Beverages - Distillers & Vintners,125,,28.09,Arbuthnot Securities Limited,11.4,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,01/12/2005,01/12/2005,2005,IPO,,SEEING MACHINES,New Company Placing,Australia,932,Information Technology Hardware,Computer Hardware,3,,7.65,Insinger de Beaufort,1.65,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,01/12/2005,01/12/2005,2005,IPO,,ELECTRA KINGSWAY VCT 3,New Company Placing,United Kingdom,890,Investment Entities,Investment Entities,100,,1.34,,1.34,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,30/11/2005,01/11/2005,2005,IPO,,HARGREAVES SERVICES,New Company Placing,United Kingdom,581,Support Services,Business Support Services,243,,57.53,Brewin Dolphin Securities Limited,23.2,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,29/11/2005,01/11/2005,2005,IPO,,ALPHA PYRENEES TRUST,New Company Placing,United Kingdom,850,Investment Companies,Investment Companies,100,,125,,125,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,29/11/2005,01/11/2005,2005,IPO,,HANSTEEN HLDGS,New Company Placing,United Kingdom,862,Real Estate,Real Estate Holding & Development,100,,125,KBC Peel Hunt Limited,124.5,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,28/11/2005,01/11/2005,2005,IPO,,GEMFIELDS RESOURCES,New Company Placing,United Kingdom,48,Mining,Other Mineral Extractors & Mines,45,,42.59,Canaccord Adams Limited,12.5,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,25/11/2005,01/11/2005,2005,IPO,,BNS TELECOM GROUP,New Company Placing,United Kingdom,678,Telecommunication Services,Wireless Telecommunications Services,54,,26.89,KBC Peel Hunt Limited,8,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,23/11/2005,01/11/2005,2005,IPO,,MATTIOLI WOODS,New Company Placing,United Kingdom,879,Speciality & Other Finance,Other Financial,132,,22.5,William de Broe Plc,6,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,23/11/2005,01/11/2005,2005,IPO,,ELEPHANT LOANS & MORTGAGES,New Company Placing,United Kingdom,879,Speciality & Other Finance,Other Financial,3,,6.29,ARM Corporate Finance Limited,0.65,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,22/11/2005,01/11/2005,2005,IPO,,DAVENHAM GROUP,New Company Placing,United Kingdom,879,Speciality & Other Finance,Other Financial,254,,65.15,Hawkpoint Partners Limited,44.64,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,22/11/2005,01/11/2005,2005,IPO,,KGR ABSOLUTE RETURN PCC,New Company Placing,United Kingdom,890,Investment Entities,Investment Entities,100,,43,,43,-,-,,,,,,,,,,,,,,,,,,,,,,,
International Main Market,18/11/2005,01/11/2005,2005,IPO,,AMTEL VREDESTEIN NV,International Offering (GDR),Netherlands,317,Automobiles,Tyres & Rubber,11,,130.06,,130.06,-,-,,,,,,,,,,,,,,,,,,,,,,,
International Main Market,18/11/2005,01/11/2005,2005,IPO,,REI AGRO,International Offering (GDR),India,435,Food Producers & Processors,Food Processors,8,,16.91,,16.91,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,17/11/2005,01/11/2005,2005,IPO,,INVESCO PERPETUAL RECOVERY TST 2011,New Company Placing,United Kingdom,850,Investment Companies,Investment Companies,100,,51.7,,35.66,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,17/11/2005,01/11/2005,2005,IPO,,HEALTHCARE LOCUMS,New Company Placing,United Kingdom,583,Support Services,"Education, Business Training & Employment Agencies",55,,23.74,Colins Stewart Europe Limited,7.5,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,17/11/2005,01/11/2005,2005,IPO,,ANGEL BIOTECHNOLOGY HLDGS,New Company Placing,United Kingdom,482,Pharmaceuticals & Biotechnology,Biotechnology,1.1,,6.62,Grant Thornton UK LLP ,1.5,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,16/11/2005,01/11/2005,2005,IPO,,STHREE,International Offering (GDR),United Kingdom,583,Support Services,"Education, Business Training & Employment Agencies",200,,275.94,,91.35,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,16/11/2005,01/11/2005,2005,IPO,,XCELDIAM,New Company Placing,Bermuda,48,Mining,Other Mineral Extractors & Mines,45,,25.63,W H Ireland Limited,9.42,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,14/11/2005,01/11/2005,2005,IPO,,IRF EUROPEAN FINANCE INVESTMENTS,New Company Placing,Bermuda,879,Speciality & Other Finance,Other Financial,3.4342,,197.26,Colins Stewart Europe Limited,1.57,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,11/11/2005,01/11/2005,2005,IPO,,NEW STAR ASSET MANAGEMENT GROUP,New Company Placing,United Kingdom,871,Speciality & Other Finance,Asset Managers,225,,703.96,UBS Investment Bank Limited,103.56,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,10/11/2005,01/11/2005,2005,IPO,,NEWCOURT GROUP,New Company Placing,Republic of Ireland,588,Support Services,Security & Alarm Services,56.21341,,32.09,Davy,9.64,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,08/11/2005,01/11/2005,2005,IPO,,GONDOLA HLDGS,International Offering (GDR),United Kingdom,539,Leisure & Hotels,"Restaurants, Pubs & Breweries",320,,430.97,,155.25,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,07/11/2005,01/11/2005,2005,IPO,,SYNEXUS CLINICAL RESEARCH,New Company Placing,United Kingdom,486,Pharmaceuticals & Biotechnology,Pharmaceuticals,65,,14.14,Brewin Dolphin Securities Limited,5.15,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,07/11/2005,01/11/2005,2005,IPO,,DOWLIS CORPORATE SOLUTIONS,New Company Placing,United Kingdom,545,Media & Entertainment,Media Agencies,36,,13.5,Zeus Capital Limited,4.5,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,04/11/2005,01/11/2005,2005,IPO,,HIKMA PHARMACEUTICALS,International Offering (GDR),United Kingdom,486,Pharmaceuticals & Biotechnology,Pharmaceuticals,290,,482.96,,148.8,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,03/11/2005,01/11/2005,2005,IPO,,ABCAM,New Company Placing,United Kingdom,525,General Retailers,Retailers - e-commerce,167,,57.49,Numis Securities Limited,15.24,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,03/11/2005,01/11/2005,2005,IPO,,PHOQUS GROUP,New Company Placing,United Kingdom,486,Pharmaceuticals & Biotechnology,Pharmaceuticals,140,,45,Code Securities Limited,10,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,02/11/2005,01/11/2005,2005,IPO,,UKRAINE OPPORTUNITY TRUST (THE),New Company Placing,United Kingdom,850,Investment Companies,Investment Companies,10,,34.65,,34.65,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,02/11/2005,01/11/2005,2005,IPO,,SOFTWARE RADIO TECHNOLOGY,New Company Placing,United Kingdom,879,Speciality & Other Finance,Other Financial,35,,24.45,Westhouse Securities LLP,4.04,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,31/10/2005,01/10/2005,2005,IPO,,WOGEN,New Company Placing,United Kingdom,879,Speciality & Other Finance,Other Financial,122,,54.78,Bridgewell Limited,20,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,31/10/2005,01/10/2005,2005,IPO,,SPACELABS HEALTHCARE INC,New Company Placing,USA,446,Health,Medical Equipment & Supplies,125,,84.82,Colins Stewart Europe Limited,16.83,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,31/10/2005,01/10/2005,2005,IPO,,ZAMBEZI NICKEL,New Company Placing,Bermuda,48,Mining,Other Mineral Extractors & Mines,10,,3.35,W H Ireland Limited,1.6,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,27/10/2005,01/10/2005,2005,IPO,,MAX PETROLEUM,New Company Placing,United Kingdom,73,Oil & Gas,Oil & Gas - Exploration & Production,35,,90.91,Nabarro Wells & Co. Limited,25.87,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,27/10/2005,01/10/2005,2005,IPO,,CELOXICA HOLDINGS,New Company Placing,United Kingdom,936,Information Technology Hardware,Semiconductors,31.25,,16.11,Arbuthnot Securities Limited,6.07,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,26/10/2005,01/10/2005,2005,IPO,,PRINCIPLE CAPITAL INVESTMENT TRUST,New Company Placing,United Kingdom,850,Investment Companies,Investment Companies,100,,50,,50,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,26/10/2005,01/10/2005,2005,IPO,,ACCSYS TECHNOLOGIES,New Company Placing,United Kingdom,240,Diversified Industrials,Diversified Industrials,67.6603,,88.44,Colins Stewart Europe Limited,18.27,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,26/10/2005,01/10/2005,2005,IPO,,SPI LASERS,New Company Placing,United Kingdom,253,Electronic & Electrical Equipment,Electronic Equipment,144,,19.16,Panmure Gordon (UK) Limited,5.68,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,25/10/2005,01/10/2005,2005,IPO,,ING UK REAL ESTATE INCOME TRUST,New Company Placing,United Kingdom,850,Investment Companies,Investment Companies,100,,305,,252.2,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,21/10/2005,01/10/2005,2005,IPO,,BATEMAN ENGINEERING N.V.,New Company Placing,Netherlands,264,Engineering & Machinery,Engineering - Contractors,200,,71.43,Numis Securities Limited,14.29,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,21/10/2005,01/10/2005,2005,IPO,,BEXIMCO PHARMACEUTICALS,New Company Placing,Bangladesh,486,Pharmaceuticals & Biotechnology,Pharmaceuticals,60,,12,Libertas Capital Corporate Finance Limited,12,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,20/10/2005,01/10/2005,2005,IPO,,ENERGY XXI ACQUISITION CORP(BERMUDA,New Company Placing,Bermuda,879,Speciality & Other Finance,Other Financial,343.1316,,215.01,Colins Stewart Europe Limited,171.57,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,20/10/2005,01/10/2005,2005,IPO,,DIABLO GROUP,New Company Placing,United Kingdom,547,Media & Entertainment,Publishing & Printing,10,,3.29,W H Ireland Limited,1,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,14/10/2005,01/10/2005,2005,IPO,,DIC ENTERTAINMENT HLDGS INC,New Company Placing,USA,542,Media & Entertainment,"Television, Radio and Filmed Entertainment",248,,105.15,Bridgewell Limited,32.92,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,14/10/2005,01/10/2005,2005,IPO,,ECLIPSE VCT 3,New Company Placing,United Kingdom,890,Investment Entities,Investment Entities,100,,3.52,,3.52,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,14/10/2005,01/10/2005,2005,IPO,,ECLIPSE VCT 4,New Company Placing,United Kingdom,890,Investment Entities,Investment Entities,100,,3.52,,3.52,-,-,,,,,,,,,,,,,,,,,,,,,,,
PSM,13/10/2005,01/10/2005,2005,IPO,,LLOYD ELECTRIC & ENGINEERING,International Offering (GDR),India,252,Electronic & Electrical Equipment,Electrical Equipment,6.25,,16.06,,16.06,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,13/10/2005,01/10/2005,2005,IPO,,DRIVER GROUP,New Company Placing,United Kingdom,137,Construction & Building Materials,Other Construction,73,,16.94,W H Ireland Limited,4,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,12/10/2005,01/10/2005,2005,IPO,,KAZAKHMYS,International Offering (GDR),United Kingdom,186,Steel & Other Metals,Non-Ferrous Metals,540,,"2,524.35",,661.38,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,12/10/2005,01/10/2005,2005,IPO,,CARETECH HOLDINGS,New Company Placing,United Kingdom,444,Health,Hospital Management & Long Term Care,160,,57.97,Brewin Dolphin Securities Limited,25.82,-,-,,,,,,,,,,,,,,,,,,,,,,,
International Main Market,11/10/2005,01/10/2005,2005,IPO,,INVESTCOM LLC,International Offering (GDR),United Emirates,678,Telecommunication Services,Wireless Telecommunications Services,12.35,,434.54,,434.54,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,10/10/2005,01/10/2005,2005,IPO,,NEPTUNE MINERALS,New Company Placing,United Kingdom,48,Mining,Other Mineral Extractors & Mines,25,,15.53,Corporate Synergy plc,9.3,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,07/10/2005,01/10/2005,2005,IPO,,PETROFAC,International Offering (GDR),United Kingdom,75,Oil & Gas,Oil - Services,215,,742.09,,322.37,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,07/10/2005,01/10/2005,2005,IPO,,DATONG ELECTRONICS,New Company Placing,United Kingdom,253,Electronic & Electrical Equipment,Electronic Equipment,128,,17.71,Bridgewell Limited,9.32,-,-,,,,,,,,,,,,,,,,,,,,,,,
PSM,06/10/2005,01/10/2005,2005,IPO,,ELECTROSTEEL CASTINGS,International Offering (GDR),India,266,Engineering & Machinery,Engineering Fabricators,8.75,,22.34,,22.34,-,-,,,,,,,,,,,,,,,,,,,,,,,
International Main Market,05/10/2005,01/10/2005,2005,IPO,,BANK MUSCAT,International Offering (GDR),Oman,810,Banks,Banks,23.75,,91.26,,91.26,-,-,,,,,,,,,,,,,,,,,,,,,,,
International Main Market,04/10/2005,01/10/2005,2005,IPO,,888 HLDGS,International Offering (GDR),Gibraltar,532,Leisure & Hotels,Gambling,175,,589.92,,147.7,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,04/10/2005,01/10/2005,2005,IPO,,ACTA SPA,New Company Placing,Italy,252,Electronic & Electrical Equipment,Electrical Equipment,125,,44.81,Numis Securities Limited,9,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,04/10/2005,01/10/2005,2005,IPO,,FAIRGROUND GAMING HLDGS,New Company Placing,United Kingdom,879,Speciality & Other Finance,Other Financial,50,,10.67,Daniel Stewart & Company plc,3.81,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,03/10/2005,01/10/2005,2005,IPO,,INTERNATIONAL METAL ENTERPRISES INC,New Company Placing,USA,879,Speciality & Other Finance,Other Financial,340.6671398,,177.74,Colins Stewart Europe Limited,114.12,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,03/10/2005,01/10/2005,2005,IPO,,INVESTEC CAPITAL ACCUMULATOR TRUST,New Company Placing,United Kingdom,850,Investment Companies,Investment Companies,100,,24.47,,24.47,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,03/10/2005,01/10/2005,2005,IPO,,TRAVELZEST,New Company Placing,United Kingdom,538,Leisure & Hotels,Leisure Facilities,126,,10.15,Daniel Stewart & Company plc,5.15,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,30/09/2005,01/09/2005,2005,IPO,,INTERNATIONAL FERRO METALS,New Company Placing,Australia,188,Steel & Other Metals,Steel,35,,143.6,Grant Thornton UK LLP ,80,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,30/09/2005,01/09/2005,2005,IPO,,CONSOLIDATED COMMUNICATIONS CORP,New Company Placing,Republic of Ireland,673,Telecommunication Services,Fixed-Line Telecommunication Services,2,,6.37,Seymour Pierce Limited,1.45,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,30/09/2005,01/09/2005,2005,IPO,,ASHTON PENNEY HLDGS,New Company Placing,United Kingdom,581,Support Services,Business Support Services,15,,5.04,Beaumont Cornish Limited,0.99,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,29/09/2005,01/09/2005,2005,IPO,,GLOBAL BRANDS SA,New Company Placing,Luxembourg,539,Leisure & Hotels,"Restaurants, Pubs & Breweries",185,,8.92,Ruegg & Co Limited ,3.5,-,-,,,,,,,,,,,,,,,,,,,,,,,
