Date,Open,High,Low,Close,Adj Close,Volume
2018-11-14,11.200000,11.750000,11.000000,11.500000,9.244488,1530394
2018-11-15,11.500000,11.750000,11.400000,11.450000,9.204294,246358
2018-11-16,11.450000,11.574000,11.300000,11.450000,9.204294,101517
2018-11-19,11.690000,11.690000,11.300000,11.450000,9.204294,192922
2018-11-20,11.450000,11.450000,11.250000,11.250000,9.043520,158876
2018-11-21,11.400000,11.400000,11.300000,11.302000,9.085321,213923
2018-11-22,11.298000,11.400000,11.250000,11.250000,9.043520,607635
2018-11-23,11.300000,11.408000,11.250000,11.306000,9.088536,25730
2018-11-26,11.300000,11.500000,11.250000,11.250000,9.043520,180572
2018-11-27,11.300000,11.300000,11.200000,11.250000,9.043520,22255
2018-11-28,11.250000,11.250000,11.250000,11.250000,9.043520,33154
2018-11-29,11.260000,11.390000,11.260000,11.260000,9.051558,15498
2018-11-30,11.500000,11.500000,11.300000,11.300000,9.083714,47918
2018-12-03,11.680000,11.800000,11.520000,11.750000,9.445454,222061
2018-12-04,11.752000,11.998000,11.752000,11.820000,9.501726,177103
2018-12-05,11.940000,12.000000,11.800000,11.900000,9.566034,240721
2018-12-06,11.990000,11.990000,11.850000,11.950000,9.606228,53069
2018-12-07,11.900000,12.000000,11.900000,11.900000,9.566034,41886
2018-12-10,11.950000,12.000000,11.650000,11.650000,9.365067,114226
2018-12-11,11.800000,11.800000,11.650000,11.650000,9.365067,24593
2018-12-12,11.600000,11.600000,11.500000,11.500000,9.244488,38872
2018-12-13,11.598000,11.648000,11.250000,11.400000,9.164099,85429
2018-12-14,11.574000,11.600000,11.252000,11.252000,9.045128,66040
2018-12-17,11.254000,11.598000,10.946000,11.250000,9.043520,156217
2018-12-18,11.268000,11.500000,11.268000,11.500000,9.244488,43802
2018-12-19,11.500000,11.500000,11.400000,11.410000,9.172138,118324
2018-12-20,11.550000,12.000000,11.550000,11.998000,9.644814,45239
2018-12-21,12.000000,12.350000,11.760000,12.350000,9.927775,124681
2018-12-24,12.350000,12.350000,12.350000,12.350000,9.927775,0
2018-12-27,12.160000,12.800000,12.160000,12.798000,10.287909,125905
2018-12-28,12.610000,12.900000,12.610000,12.870000,10.345786,128694
2018-12-31,13.200000,13.200000,12.990000,13.010000,10.458328,16326
2019-01-02,13.010000,13.010000,12.800000,12.954000,10.413312,79456
2019-01-03,13.000000,13.000000,12.790000,12.890000,10.361864,256511
2019-01-04,12.824000,13.000000,12.704000,12.990000,10.442251,41598
2019-01-07,12.612000,12.800000,12.612000,12.632000,10.154466,40588
2019-01-08,12.622000,12.896000,12.620000,12.620000,10.144819,26556
2019-01-09,12.798000,12.798000,12.798000,12.798000,10.287909,414798
2019-01-10,12.998000,13.000000,12.348000,12.350000,9.927775,77812
2019-01-11,12.408000,12.500000,12.350000,12.400000,9.967968,15439
2019-01-14,12.500000,12.588000,12.350000,12.588000,10.119097,10240
2019-01-15,12.598000,12.598000,12.450000,12.550000,10.088550,6084
2019-01-16,12.790000,12.790000,12.450000,12.500000,10.048355,19441
2019-01-17,12.400000,12.500000,12.400000,12.400000,9.967968,6215
2019-01-18,12.450000,12.502000,12.400000,12.400000,9.967968,45431
2019-01-21,12.500000,12.500000,12.000000,12.450000,10.008162,46220
2019-01-22,12.498000,12.502000,12.396000,12.490000,10.040317,45338
2019-01-23,12.500000,12.502000,12.300000,12.400000,9.967968,122057
2019-01-24,12.488000,12.488000,12.400000,12.400000,9.967968,5089
2019-01-25,12.400000,12.468000,12.354000,12.468000,10.022633,1944
2019-01-28,12.350000,12.500000,12.350000,12.498000,10.046748,65699
2019-01-29,12.410000,12.430000,12.350000,12.400000,9.967968,31473
2019-01-30,12.400000,12.400000,12.300000,12.300000,9.887582,5375
2019-01-31,12.400000,12.496000,12.306000,12.496000,10.045139,4608
2019-02-01,12.446000,12.498000,12.446000,12.490000,10.040317,2201
2019-02-04,12.300000,12.450000,12.300000,12.400000,9.967968,7428
