Date,Open,High,Low,Close,Adj Close,Volume
2017-11-27,47.000000,47.000000,47.000000,47.000000,46.290710,0
2017-11-28,47.750000,47.750000,47.750000,46.000000,45.305798,358797
2017-11-29,45.500000,45.880001,41.000000,43.000000,42.351074,112246
2017-11-30,44.000000,44.000000,42.000000,43.000000,42.351074,503008
2017-12-01,43.980000,44.000000,42.000000,44.000000,43.335983,1842550
2017-12-04,44.500000,44.500000,44.500000,44.500000,43.828434,0
2017-12-05,45.000000,45.130001,43.000000,44.500000,43.828434,416038
2017-12-06,45.130001,46.000000,46.000000,46.000000,45.305798,28139
2017-12-07,44.500000,46.000000,46.000000,44.500000,43.828434,0
2017-12-08,45.130001,45.130001,45.130001,45.000000,44.320892,795
2017-12-11,45.110001,45.110001,45.110001,45.000000,44.320892,70297
2017-12-12,45.840000,45.840000,44.400002,45.000000,44.320892,82544
2017-12-13,45.720001,45.720001,45.720001,45.000000,44.320892,4540
2017-12-14,43.299999,43.299999,43.130001,45.000000,44.320892,448848
2017-12-15,43.130001,45.000000,43.130001,45.000000,44.320892,725000
2017-12-18,45.099998,45.099998,42.716999,45.000000,44.320892,17514
2017-12-19,45.000000,45.000000,45.000000,45.000000,44.320892,0
2017-12-20,44.950001,44.950001,44.950001,45.000000,44.320892,25000
2017-12-21,45.000000,45.000000,45.000000,45.000000,44.320892,0
2017-12-22,43.000000,43.330002,43.000000,43.500000,42.843525,21564
2017-12-27,42.000000,42.000000,42.000000,43.500000,42.843525,5000
2017-12-28,43.330002,43.330002,43.330002,43.500000,42.843525,600
2017-12-29,43.330002,43.330002,43.330002,43.500000,42.843525,3500
2018-01-02,42.000000,42.000000,42.000000,43.500000,42.843525,6862
2018-01-03,43.330002,44.000000,43.320000,44.000000,43.335983,172975
2018-01-04,43.590000,45.000000,45.000000,45.500000,44.813347,207346
2018-01-05,46.599998,49.680000,46.599998,48.000000,47.275616,227330
2018-01-08,48.950001,53.000000,47.000000,53.000000,52.200157,319519
2018-01-09,54.880001,56.150002,53.000000,54.000000,53.185070,205921
2018-01-10,54.450001,54.450001,52.119999,54.000000,53.185070,32124
2018-01-11,51.000000,54.000000,49.000000,50.250000,49.491665,89290
2018-01-12,51.000000,52.124001,48.000000,49.500000,48.752979,64735
2018-01-15,50.040001,50.040001,49.980000,49.500000,48.752979,5157
2018-01-16,48.009998,49.939999,48.009998,49.500000,48.752979,2438
2018-01-17,49.500000,49.500000,49.500000,49.500000,48.752979,0
2018-01-18,48.000000,49.900002,48.000000,49.500000,48.752979,28583
2018-01-19,49.849998,49.849998,49.849998,49.500000,48.752979,20000
2018-01-22,49.360001,49.360001,48.000000,49.000000,48.260529,25000
2018-01-23,48.950001,48.950001,48.000000,48.500000,47.768070,55408
2018-01-24,48.779999,48.779999,48.779999,48.500000,47.768070,492
2018-01-25,48.779999,48.900002,48.000000,48.500000,47.768070,46000
2018-01-26,48.500000,48.500000,48.500000,48.500000,47.768070,0
2018-01-29,48.889999,48.889999,48.880001,48.500000,47.768070,6022
2018-01-30,48.840000,48.840000,47.000000,47.500000,46.783157,34441
2018-01-31,48.220001,48.220001,46.009998,47.500000,46.783157,4931
2018-02-01,48.099998,48.099998,48.099998,47.500000,46.783157,4160
2018-02-02,48.099998,48.099998,48.099998,47.500000,46.783157,5000
2018-02-05,47.500000,47.500000,47.500000,47.500000,46.783157,0
2018-02-06,46.000000,46.000000,46.000000,45.500000,44.813347,2500
2018-02-07,45.950001,45.950001,44.000000,44.500000,43.828434,15000
2018-02-08,43.009998,43.009998,43.009998,44.500000,43.828434,1000
2018-02-09,45.759998,48.799999,44.000000,47.500000,46.783157,263331
2018-02-12,48.950001,49.490002,47.480000,48.500000,47.768070,230250
2018-02-13,50.000000,52.000000,50.000000,50.750000,49.984123,25000
2018-02-14,52.429001,52.429001,50.500000,51.500000,50.722797,152216
2018-02-15,52.000000,55.000000,52.000000,54.000000,53.185070,46750
2018-02-16,56.000000,57.000000,54.660000,56.000000,55.154881,25743
2018-02-19,58.000000,61.000000,55.549999,60.000000,59.094517,284182
2018-02-20,61.000000,62.799999,59.500000,61.000000,60.079430,109045
2018-02-21,63.000000,68.959999,61.549999,65.000000,64.019066,274234
2018-02-22,65.795998,65.795998,57.000000,60.000000,59.094517,180438
2018-02-23,61.000000,62.000000,60.000000,60.000000,59.094517,43104
2018-02-26,61.000000,63.000000,59.480000,61.000000,60.079430,125644
2018-02-27,62.000000,62.000000,58.000000,58.500000,57.617153,46442
2018-02-28,56.000000,58.000000,56.000000,58.000000,57.124702,29220
2018-03-01,58.000000,58.000000,58.000000,58.000000,57.124702,0
2018-03-02,56.000000,56.000000,56.000000,57.000000,56.139797,7623
2018-03-05,55.009998,57.000000,54.000000,56.000000,55.154881,40238
2018-03-06,54.000000,54.000000,53.119999,54.500000,53.677521,16626
2018-03-07,53.000000,55.119999,51.500000,53.500000,52.692608,43051
2018-03-08,52.330002,54.959999,50.143002,53.000000,52.200157,117357
2018-03-09,55.000000,58.000000,55.000000,55.500000,54.662426,64471
2018-03-12,56.849998,61.299999,55.000000,60.000000,59.094517,382965
2018-03-13,58.799999,58.799999,57.000000,57.000000,56.139797,25000
2018-03-14,58.500000,59.959999,58.000000,58.000000,57.124702,69613
2018-03-15,59.919998,61.970001,59.919998,60.500000,59.586971,140589
2018-03-16,61.450001,62.141998,60.000000,61.500000,60.571880,34816
2018-03-19,62.212002,64.835999,62.099998,63.500000,62.541698,71990
2018-03-20,64.424004,64.424004,58.160000,59.500000,58.602066,126092
2018-03-21,61.919998,64.000000,60.000000,61.500000,60.571880,111595
2018-03-22,61.700001,62.500000,60.000000,61.000000,60.079430,43940
2018-03-23,61.813999,61.813999,55.825001,57.000000,56.139797,79177
2018-03-26,59.000000,59.000000,56.616001,57.000000,56.139797,40869
2018-03-27,58.990002,58.990002,58.990002,58.000000,57.124702,4185
2018-03-28,59.220001,59.500000,57.700001,58.500000,57.617153,11989
2018-03-29,59.500000,59.500000,59.320999,58.500000,57.617153,22975
2018-04-03,59.849998,59.849998,57.779999,58.500000,57.617153,24825
2018-04-04,59.450001,59.450001,57.000000,58.500000,57.617153,43865
2018-04-05,58.000000,58.000000,58.000000,58.000000,57.124702,0
2018-04-06,57.799999,58.258999,57.000000,58.000000,57.124702,58632
2018-04-09,57.250000,58.000000,57.250000,58.000000,57.124702,51746
2018-04-10,56.299999,57.737999,56.299999,58.000000,57.124702,45695
2018-04-11,57.250000,58.750000,57.250000,57.500000,56.632248,82000
2018-04-12,56.020000,57.200001,56.020000,57.500000,56.632248,10450
2018-04-13,56.000000,57.200001,56.000000,57.500000,56.632248,13201
2018-04-16,56.303001,56.303001,56.303001,57.500000,56.632248,2026
2018-04-17,57.220001,60.400002,57.220001,60.000000,59.094517,88000
2018-04-18,61.000000,62.000000,58.500000,60.000000,59.094517,79080
2018-04-19,61.500000,61.500000,61.470001,60.000000,59.094517,14000
2018-04-20,61.470001,61.470001,58.840000,60.000000,59.094517,33182
2018-04-23,58.500000,61.299999,58.500000,60.000000,59.094517,15798
2018-04-24,61.250000,61.250000,57.000000,59.000000,58.109615,48452
2018-04-25,59.000000,59.299999,57.000000,59.000000,58.109615,53000
2018-04-26,58.900002,61.520000,58.840000,60.000000,59.094517,196110
2018-04-27,61.500000,61.520000,58.299999,60.000000,59.094517,135420
2018-04-30,60.299999,60.639999,58.924000,60.000000,59.094517,57467
2018-05-01,60.303001,60.303001,58.240002,60.000000,59.094517,29933
2018-05-02,58.240002,60.299999,58.240002,60.000000,59.094517,46023
2018-05-03,60.000000,60.000000,60.000000,60.000000,59.094517,164709
2018-05-04,60.599998,61.000000,61.000000,64.500000,63.526615,636485
2018-05-08,65.500000,72.000000,65.000000,70.000000,68.943604,411391
2018-05-09,71.800003,71.800003,67.000000,68.500000,67.466248,88119
2018-05-10,69.474998,69.550003,67.000000,68.500000,67.466248,70893
2018-05-11,70.000000,70.000000,70.000000,70.000000,68.943604,81250
2018-05-14,74.000000,70.500000,70.000000,71.500000,70.420967,118217
2018-05-15,71.908997,71.908997,70.019997,71.000000,69.928505,23739
2018-05-16,69.940002,70.344002,69.940002,70.000000,68.943604,19028
2018-05-17,70.344002,70.000000,70.000000,70.000000,68.943604,29084
2018-05-18,68.500000,69.989998,65.199997,67.000000,65.988876,169201
2018-05-21,68.500000,71.500000,68.500000,70.000000,68.943604,77638
2018-05-22,71.599998,70.000000,70.000000,70.000000,68.943604,258658
2018-05-23,71.970001,73.989998,70.699997,72.500000,71.405876,64620
2018-05-24,73.989998,81.000000,73.989998,80.500000,79.285156,79895
2018-05-25,81.000000,77.500000,77.500000,83.500000,82.239876,293473
2018-05-29,83.010002,83.010002,76.250000,78.000000,76.822876,106931
2018-05-30,76.000000,81.000000,76.000000,79.000000,77.807793,37940
2018-05-31,81.000000,84.760002,79.199997,83.000000,81.747429,164253
2018-06-01,84.000000,84.000000,81.000000,82.000000,80.762520,32000
2018-06-04,83.300003,83.300003,81.000000,82.000000,80.762520,45544
2018-06-05,83.279999,83.279999,82.000000,82.000000,80.762520,52400
2018-06-06,82.362999,83.000000,83.000000,81.000000,79.777603,44449
2018-06-07,81.250000,81.250000,81.000000,81.000000,79.777603,20601
2018-06-08,81.000000,80.500000,80.500000,80.500000,79.285156,55013
2018-06-11,80.000000,80.000000,78.250000,79.000000,77.807793,23300
2018-06-12,78.250000,79.900002,77.000000,79.000000,77.807793,42986
2018-06-13,78.050003,79.000000,74.040001,77.000000,75.837967,69471
2018-06-14,75.800003,78.959999,75.800003,77.000000,75.837967,12500
2018-06-15,78.959999,78.000000,78.000000,78.000000,76.822876,89964
2018-06-18,79.800003,79.800003,77.010002,78.000000,76.822876,68441
2018-06-19,79.800003,79.800003,77.010002,78.000000,76.822876,43778
2018-06-20,77.099998,75.000000,75.000000,75.000000,73.868156,74449
2018-06-21,75.500000,75.500000,73.050003,74.500000,73.375694,22901
2018-06-22,73.074997,75.070000,73.000000,74.500000,73.375694,42168
2018-06-25,73.000000,73.908997,70.699997,72.000000,70.913422,26405
2018-06-26,73.900002,75.900002,73.500000,73.500000,72.390785,266446
2018-06-27,75.919998,75.919998,75.360001,74.000000,72.883240,33063
2018-06-28,73.500000,74.000000,72.250000,73.000000,71.898331,23127
2018-06-29,73.879997,73.879997,72.110001,73.000000,71.898331,141066
2018-07-02,72.550003,73.400002,66.050003,70.000000,68.943604,173186
2018-07-03,71.980003,71.980003,69.250000,70.000000,68.943604,23185
2018-07-04,68.699997,71.980003,68.699997,71.000000,69.928505,56143
2018-07-05,69.337997,73.000000,73.000000,71.000000,69.928505,24887
2018-07-06,69.500000,72.120003,69.500000,71.000000,69.928505,11974
2018-07-09,72.120003,72.120003,71.000000,70.000000,68.943604,4159
2018-07-10,70.000000,70.000000,70.000000,68.500000,67.466248,45803
2018-07-11,69.900002,69.900002,67.000000,68.000000,66.973793,73048
2018-07-12,67.050003,69.000000,65.050003,67.500000,66.481339,130035
2018-07-13,69.000000,72.000000,69.000000,70.000000,68.943604,289686
2018-07-16,72.000000,72.000000,70.000000,71.000000,69.928505,136966
2018-07-17,72.000000,72.000000,69.279999,70.000000,68.943604,13000
2018-07-18,71.845001,71.845001,71.845001,70.000000,68.943604,6959
2018-07-19,72.000000,72.000000,70.000000,70.000000,68.943604,41421
2018-07-20,72.000000,72.000000,72.000000,70.000000,68.943604,98189
2018-07-23,71.699997,71.699997,68.480003,70.000000,68.943604,23406
2018-07-24,70.500000,70.500000,70.500000,68.000000,66.973793,51307
2018-07-25,70.000000,70.000000,69.000000,68.000000,66.973793,133378
