Date,Open,High,Low,Close,Adj Close,Volume
2018-12-19,57.000000,61.500000,57.000000,59.250000,58.724621,160109
2018-12-20,61.000000,66.500000,61.000000,63.500000,62.936932,283436
2018-12-21,66.500000,74.000000,66.500000,69.250000,68.635948,207082
2018-12-24,71.000000,72.000000,71.000000,71.500000,70.865990,120272
2018-12-27,71.125000,71.750000,70.000000,71.500000,70.865990,43691
2018-12-28,70.000000,71.000000,70.000000,70.750000,70.122650,104477
2018-12-31,70.339996,71.000000,70.000000,70.500000,69.874863,9960
2019-01-02,71.000000,71.000000,67.000000,67.500000,66.901459,226339
2019-01-03,68.500000,68.500000,66.500000,67.500000,66.901459,54846
2019-01-04,69.000000,69.000000,69.000000,68.000000,67.397034,24500
2019-01-07,69.000000,69.000000,69.000000,67.250000,66.653679,13144
2019-01-08,69.000000,69.000000,68.000000,68.000000,67.397034,222281
2019-01-09,69.500000,69.500000,69.500000,68.250000,67.644814,20294
2019-01-10,70.000000,70.000000,69.500000,68.250000,67.644814,32111
2019-01-11,69.000000,69.000000,68.000000,68.250000,67.644814,65027
2019-01-14,69.500000,69.500000,69.500000,68.250000,67.644814,20441
2019-01-15,67.665001,68.599998,67.114998,68.000000,67.397034,29228
2019-01-16,67.059998,68.500000,67.059998,68.250000,67.644814,16484
2019-01-17,67.199997,68.495003,67.199997,68.250000,67.644814,8341
2019-01-18,70.000000,70.000000,70.000000,70.750000,70.122650,424227
2019-01-21,73.000000,76.000000,73.000000,78.500000,77.803925,107229
2019-01-22,80.000000,90.000000,80.000000,84.750000,83.998505,427955
2019-01-23,83.500000,83.500000,81.000000,81.250000,80.529541,80119
2019-01-24,78.000000,78.000000,74.000000,74.750000,74.087181,95368
2019-01-25,77.000000,82.000000,77.000000,81.750000,81.025101,363652
2019-01-28,83.000000,84.500000,81.000000,81.750000,81.025101,213642
2019-01-29,81.000000,83.000000,80.000000,80.500000,79.786186,97482
2019-01-30,75.000000,79.000000,75.000000,78.000000,77.308357,177583
2019-01-31,78.500000,78.500000,75.000000,76.500000,75.821655,37184
2019-02-01,76.000000,88.000000,76.000000,84.750000,83.998505,601535
2019-02-04,85.000000,85.000000,80.500000,80.250000,79.538406,687038
2019-02-05,78.000000,83.000000,78.000000,81.750000,81.025101,619833
2019-02-06,81.000000,82.000000,80.000000,81.000000,80.281761,278785
2019-02-07,79.000000,80.000000,79.000000,81.000000,80.281761,160358
2019-02-08,79.000000,79.000000,79.000000,79.500000,78.795052,216859
2019-02-11,76.500000,77.000000,74.000000,76.500000,75.821655,408439
2019-02-12,75.000000,76.000000,74.000000,77.000000,76.317230,454766
2019-02-13,78.500000,79.000000,78.500000,78.500000,77.803925,299013
2019-02-14,78.000000,78.000000,75.500000,78.000000,77.308357,41979
2019-02-15,77.000000,77.000000,77.000000,76.500000,75.821655,1663873
2019-02-18,76.000000,76.500000,75.000000,76.000000,75.326096,116203
2019-02-19,74.000000,78.000000,74.000000,76.000000,75.326096,383624
2019-02-20,75.000000,77.000000,75.000000,76.250000,75.573875,337383
2019-02-21,76.000000,77.000000,76.000000,76.250000,75.573875,184116
2019-02-22,75.000000,77.000000,75.000000,76.750000,76.069443,141570
2019-02-25,76.000000,76.000000,76.000000,75.500000,74.830521,162608
2019-02-26,75.000000,75.000000,71.000000,73.250000,72.600479,149557
2019-02-27,73.500000,73.500000,72.000000,73.750000,73.096046,64781
2019-02-28,72.000000,72.000000,71.500000,71.750000,71.113777,173477
2019-03-01,72.000000,72.000000,65.000000,68.250000,67.644814,427498
2019-03-04,68.000000,84.000000,68.000000,80.250000,79.538406,1377650
2019-03-05,79.000000,79.000000,77.000000,79.000000,78.299492,409076
2019-03-06,77.000000,77.000000,76.000000,76.500000,75.821655,306923
2019-03-07,75.000000,75.000000,72.500000,74.500000,73.839394,234330
2019-03-08,74.000000,75.500000,73.500000,75.500000,74.830521,682725
2019-03-11,76.000000,80.000000,76.000000,78.000000,77.308357,609066
2019-03-12,77.000000,77.000000,76.000000,76.000000,75.326096,166866
2019-03-13,73.000000,77.000000,73.000000,76.250000,75.573875,449467
2019-03-14,73.000000,76.500000,73.000000,75.750000,75.078316,313515
2019-03-15,73.000000,77.000000,73.000000,76.500000,75.821655,331939
2019-03-18,74.000000,76.500000,74.000000,76.250000,75.573875,241608
2019-03-19,75.000000,76.000000,74.500000,76.250000,75.573875,173889
2019-03-20,75.000000,89.000000,75.000000,86.000000,85.237427,1291414
2019-03-21,85.000000,96.000000,84.000000,95.750000,94.900963,1019946
2019-03-22,95.000000,95.000000,89.000000,88.750000,87.963036,438047
2019-03-25,86.000000,92.000000,86.000000,91.500000,90.688652,1347453
2019-03-26,90.000000,91.000000,90.000000,90.000000,89.201958,940762
2019-03-27,87.000000,90.000000,87.000000,89.000000,88.210823,782227
2019-03-28,89.000000,92.000000,89.000000,91.250000,90.440872,660657
2019-03-29,90.500000,99.000000,90.500000,98.000000,97.131012,1353586
2019-04-01,98.000000,107.000000,98.000000,105.000000,104.068939,1708878
2019-04-02,102.000000,103.500000,102.000000,102.750000,101.838890,479141
2019-04-03,100.000000,106.500000,99.800003,104.000000,103.077805,1152748
