Market,Date,Month,Year,LSE IPO,TIDM,Company,Issue type,Transfer,Country of Inc.,FTSE Industry,FTSE Sector,FTSE Subsector,Issue Price,Currency,Market Cap - Opening Price (Â£m),Nominated Advisor (AIM only),Money Raised - New (Â£m),Money Raised - Existing (Â£m),TOTAL RAISED (Â£m),Initial Trading Open,Initial Trading High,Initial Trading Low,Adj Close Day 1,Volume Initial Trading Day,Adj Close Day 7,Adj Close Day 30,Adj Close Day 90,Adj Close Day 180,Adj Close Day 365,Adj Close Day 730,Adj Close Day 1825,Adj Close Day 3650
AIM,2005-10-26,2005-10-01,2005,IPO,,SPI LASERS,New Company Placing,,United Kingdom,253.0,Electronic & Electrical Equipment,Electronic Equipment,144.0,,19.1619864,Panmure Gordon (UK) Limited,5.6793,-,-,,,,,,,,,,,,,
UK Main Market,2005-10-25,2005-10-01,2005,IPO,,ING UK REAL ESTATE INCOME TRUST,New Company Placing,,United Kingdom,850.0,Investment Companies,Investment Companies,100.0,,305.0,,252.2,-,-,,,,,,,,,,,,,
AIM,2005-10-21,2005-10-01,2005,IPO,,BATEMAN ENGINEERING N.V.,New Company Placing,,Netherlands,264.0,Engineering & Machinery,Engineering - Contractors,200.0,,71.428572,Numis Securities Limited,14.2857,-,-,,,,,,,,,,,,,
AIM,2005-10-21,2005-10-01,2005,IPO,,BEXIMCO PHARMACEUTICALS,New Company Placing,,Bangladesh,486.0,Pharmaceuticals & Biotechnology,Pharmaceuticals,60.0,,12.0,Libertas Capital Corporate Finance Limited,12.0,-,-,,,,,,,,,,,,,
AIM,2005-10-20,2005-10-01,2005,IPO,,ENERGY XXI ACQUISITION CORP(BERMUDA,New Company Placing,,Bermuda,879.0,Speciality & Other Finance,Other Financial,343.1316,,215.00725,Colins Stewart Europe Limited,171.5658,-,-,,,,,,,,,,,,,
AIM,2005-10-20,2005-10-01,2005,IPO,,DIABLO GROUP,New Company Placing,,United Kingdom,547.0,Media & Entertainment,Publishing & Printing,10.0,,3.2938,W H Ireland Limited,1.0,-,-,,,,,,,,,,,,,
AIM,2005-10-14,2005-10-01,2005,IPO,,DIC ENTERTAINMENT HLDGS INC,New Company Placing,,USA,542.0,Media & Entertainment,"Television, Radio and Filmed Entertainment",248.0,,105.14602072,Bridgewell Limited,32.9246,-,-,,,,,,,,,,,,,
UK Main Market,2005-10-14,2005-10-01,2005,IPO,,ECLIPSE VCT 3,New Company Placing,,United Kingdom,890.0,Investment Entities,Investment Entities,100.0,,3.524741,,3.524741,-,-,,,,,,,,,,,,,
UK Main Market,2005-10-14,2005-10-01,2005,IPO,,ECLIPSE VCT 4,New Company Placing,,United Kingdom,890.0,Investment Entities,Investment Entities,100.0,,3.524741,,3.524741,-,-,,,,,,,,,,,,,
PSM,2005-10-13,2005-10-01,2005,IPO,,LLOYD ELECTRIC & ENGINEERING,International Offering (GDR),,India,252.0,Electronic & Electrical Equipment,Electrical Equipment,6.25,,16.060106279159296,,16.060106279159296,-,-,,,,,,,,,,,,,
AIM,2005-10-13,2005-10-01,2005,IPO,,DRIVER GROUP,New Company Placing,,United Kingdom,137.0,Construction & Building Materials,Other Construction,73.0,,16.93999821,W H Ireland Limited,4.0001,-,-,,,,,,,,,,,,,
UK Main Market,2005-10-12,2005-10-01,2005,IPO,,KAZAKHMYS,International Offering (GDR),,United Kingdom,186.0,Steel & Other Metals,Non-Ferrous Metals,540.0,,2524.34988,,661.3796664,-,-,,,,,,,,,,,,,
AIM,2005-10-12,2005-10-01,2005,IPO,,CARETECH HOLDINGS,New Company Placing,,United Kingdom,444.0,Health,Hospital Management & Long Term Care,160.0,,57.9718784,Brewin Dolphin Securities Limited,25.8239,-,-,,,,,,,,,,,,,
International Main Market,2005-10-11,2005-10-01,2005,IPO,,INVESTCOM LLC,International Offering (GDR),,United Emirates,678.0,Telecommunication Services,Wireless Telecommunications Services,12.35,,434.5396455658509,,434.5396455658509,-,-,,,,,,,,,,,,,
AIM,2005-10-10,2005-10-01,2005,IPO,,NEPTUNE MINERALS,New Company Placing,,United Kingdom,48.0,Mining,Other Mineral Extractors & Mines,25.0,,15.53225,Corporate Synergy plc,9.3,-,-,,,,,,,,,,,,,
UK Main Market,2005-10-07,2005-10-01,2005,IPO,,PETROFAC,International Offering (GDR),,United Kingdom,75.0,Oil & Gas,Oil - Services,215.0,,742.093828,,322.3694649,-,-,,,,,,,,,,,,,
AIM,2005-10-07,2005-10-01,2005,IPO,,DATONG ELECTRONICS,New Company Placing,,United Kingdom,253.0,Electronic & Electrical Equipment,Electronic Equipment,128.0,,17.708,Bridgewell Limited,9.3162,-,-,,,,,,,,,,,,,
PSM,2005-10-06,2005-10-01,2005,IPO,,ELECTROSTEEL CASTINGS,International Offering (GDR),,India,266.0,Engineering & Machinery,Engineering Fabricators,8.75,,22.34449289968141,,22.3444928996814,-,-,,,,,,,,,,,,,
International Main Market,2005-10-05,2005-10-01,2005,IPO,,BANK MUSCAT,International Offering (GDR),,Oman,810.0,Banks,Banks,23.75,,91.26088010512446,,91.26088010512446,-,-,,,,,,,,,,,,,
International Main Market,2005-10-04,2005-10-01,2005,IPO,,888 HLDGS,International Offering (GDR),,Gibraltar,532.0,Leisure & Hotels,Gambling,175.0,,589.91856,,147.699139,-,-,,,,,,,,,,,,,
AIM,2005-10-04,2005-10-01,2005,IPO,,ACTA SPA,New Company Placing,,Italy,252.0,Electronic & Electrical Equipment,Electrical Equipment,125.0,,44.8126575,Numis Securities Limited,9.0,-,-,,,,,,,,,,,,,
AIM,2005-10-04,2005-10-01,2005,IPO,,FAIRGROUND GAMING HLDGS,New Company Placing,,United Kingdom,879.0,Speciality & Other Finance,Other Financial,50.0,,10.6675,Daniel Stewart & Company plc,3.805,-,-,,,,,,,,,,,,,
AIM,2005-10-03,2005-10-01,2005,IPO,,INTERNATIONAL METAL ENTERPRISES INC,New Company Placing,,USA,879.0,Speciality & Other Finance,Other Financial,340.6671398,,177.74,Colins Stewart Europe Limited,114.1235,-,-,,,,,,,,,,,,,
UK Main Market,2005-10-03,2005-10-01,2005,IPO,,INVESTEC CAPITAL ACCUMULATOR TRUST,New Company Placing,,United Kingdom,850.0,Investment Companies,Investment Companies,100.0,,24.46941,,24.46941,-,-,,,,,,,,,,,,,
AIM,2005-10-03,2005-10-01,2005,IPO,,TRAVELZEST,New Company Placing,,United Kingdom,538.0,Leisure & Hotels,Leisure Facilities,126.0,,10.15355376,Daniel Stewart & Company plc,5.1502,-,-,,,,,,,,,,,,,
AIM,2005-09-30,2005-09-01,2005,IPO,,INTERNATIONAL FERRO METALS,New Company Placing,,Australia,188.0,Steel & Other Metals,Steel,35.0,,143.5992677,Grant Thornton UK LLP ,80.0,-,-,,,,,,,,,,,,,
AIM,2005-09-30,2005-09-01,2005,IPO,,CONSOLIDATED COMMUNICATIONS CORP,New Company Placing,,Republic of Ireland,673.0,Telecommunication Services,Fixed-Line Telecommunication Services,2.0,,6.37338938,Seymour Pierce Limited,1.4461,-,-,,,,,,,,,,,,,
AIM,2005-09-30,2005-09-01,2005,IPO,,ASHTON PENNEY HLDGS,New Company Placing,,United Kingdom,581.0,Support Services,Business Support Services,15.0,,5.0409195,Beaumont Cornish Limited,0.9895,-,-,,,,,,,,,,,,,
AIM,2005-09-29,2005-09-01,2005,IPO,,GLOBAL BRANDS SA,New Company Placing,,Luxembourg,539.0,Leisure & Hotels,"Restaurants, Pubs & Breweries",185.0,,8.922291,Ruegg & Co Limited ,3.5002,-,-,,,,,,,,,,,,,
AIM,2005-09-28,2005-09-01,2005,IPO,,I-MATE,New Company Placing,,United Kingdom,938.0,Information Technology Hardware,Telecommunications Equipment,210.0,,248.9094237,JPMorgan Cazenove Limited,49.4635,-,-,,,,,,,,,,,,,
AIM,2005-09-28,2005-09-01,2005,IPO,,SOVEREIGN OILFIELD GROUP,New Company Placing,,United Kingdom,75.0,Oil & Gas,Oil - Services,140.0,,20.07712,Charles Stanley Securities,5.0015,-,-,,,,,,,,,,,,,
AIM,2005-09-27,2005-09-01,2005,IPO,,LEWIS CHARLES SOFIA PROPERTY FUND,New Company Placing,,United Kingdom,862.0,Real Estate,Real Estate Holding & Development,80.0,,38.676,Panmure Gordon (UK) Limited,38.676,-,-,,,,,,,,,,,,,
AIM,2005-09-27,2005-09-01,2005,IPO,,CDS OIL & GAS GROUP,New Company Placing,,United Kingdom,73.0,Oil & Gas,Oil & Gas - Exploration & Production,10.0,,20.97702,Insinger de Beaufort,2.425,-,-,,,,,,,,,,,,,
AIM,2005-09-27,2005-09-01,2005,IPO,,PANTHEON LEISURE,New Company Placing,,United Kingdom,538.0,Leisure & Hotels,Leisure Facilities,3.0,,3.5,City Financial Associates Limited,0.75,-,-,,,,,,,,,,,,,
AIM,2005-09-26,2005-09-01,2005,IPO,,WHAM ENERGY,New Company Placing,,United Kingdom,73.0,Oil & Gas,Oil & Gas - Exploration & Production,90.0,,28.5260499,Bridgewell Limited,10.0,-,-,,,,,,,,,,,,,
AIM,2005-09-23,2005-09-01,2005,IPO,,SYNDICATE ASSET MANAGEMENT,New Company Placing,,United Kingdom,879.0,Speciality & Other Finance,Other Financial,60.0,,55.8999996,Noble & Company Limited,33.0,-,-,,,,,,,,,,,,,
AIM,2005-09-23,2005-09-01,2005,IPO,,GETECH GROUP,New Company Placing,,United Kingdom,75.0,Oil & Gas,Oil - Services,39.0,,10.79999973,Teather & Greenwood Limited,3.5,-,-,,,,,,,,,,,,,
AIM,2005-09-23,2005-09-01,2005,IPO,,HOT TUNA INTERNATIONAL,New Company Placing,,United Kingdom,341.0,Household Goods & Textiles,Clothing & Footwear,50.0,,20.0005,Nabarro Wells & Co. Limited,1.9005,-,-,,,,,,,,,,,,,
AIM,2005-09-21,2005-09-01,2005,IPO,,CELLCAST GROUP,New Company Placing,,United Kingdom,543.0,Media & Entertainment,Subscription Entertainment Networks,71.0,,20.12630681,Daniel Stewart & Company plc,6.8715,-,-,,,,,,,,,,,,,
AIM,2005-09-20,2005-09-01,2005,IPO,,SQS SOFTWARE QUALITY SYSTEMS AG,New Company Placing,,Germany,972.0,Software & Computer Services,Computer Services,190.0,,29.621152,Evolution Securities Limited,10.7787,-,-,,,,,,,,,,,,,
AIM,2005-09-20,2005-09-01,2005,IPO,,IPSA GROUP,New Company Placing,,United Kingdom,720.0,Electricity,Electricity,27.0,,14.7500001,Noble & Company Limited,8.0,-,-,,,,,,,,,,,,,
AIM,2005-09-15,2005-09-01,2005,IPO,,CLIPPER WINDPOWER,New Company Placing,,United Kingdom,720.0,Electricity,Electricity,190.0,,180.8397061,Lehman Brothers Europe Limited,75.0,-,-,,,,,,,,,,,,,
AIM,2005-09-15,2005-09-01,2005,IPO,,SYMPHONY TELECOM HLDGS,New Company Placing,,United Kingdom,938.0,Information Technology Hardware,Telecommunications Equipment,41.0,,12.75000001,Evolution Securities Limited,4.509,-,-,,,,,,,,,,,,,
AIM,2005-09-02,2005-09-01,2005,IPO,,VIMIO,New Company Placing,,Republic of Ireland,977.0,Software & Computer Services,Software,100.0,,25.60014,John East & Partners Limited,5.6,-,-,,,,,,,,,,,,,
AIM,2005-09-01,2005-09-01,2005,IPO,,KARELIAN DIAMOND RESOURCES,New Company Placing,,Republic of Ireland,48.0,Mining,Other Mineral Extractors & Mines,5.0,,2.2385838,John East & Partners Limited,0.5,-,-,,,,,,,,,,,,,
AIM,2005-08-25,2005-08-01,2005,IPO,,TITANIUM RESOURCES GROUP,New Company Placing,,British Virgin Islands,48.0,Mining,Other Mineral Extractors & Mines,47.0,,87.98472991,Nabarro Wells & Co. Limited,40.9612,-,-,,,,,,,,,,,,,
AIM,2005-08-23,2005-08-01,2005,IPO,,AMPHION INNOVATIONS,New Company Placing,,United Kingdom,879.0,Speciality & Other Finance,Other Financial,25.0,,22.5,Nabarro Wells & Co. Limited,5.0,-,-,,,,,,,,,,,,,
AIM,2005-08-18,2005-08-01,2005,IPO,,F.T.S.-FORMULA TELECOM SOLUTIONS,New Company Placing,,Israel,977.0,Software & Computer Services,Software,120.0,,39.0288144,Seymour Pierce Limited,4.2,-,-,,,,,,,,,,,,,
AIM,2005-08-15,2005-08-01,2005,IPO,,ROCKHOPPER EXPLORATION,New Company Placing,,United Kingdom,73.0,Oil & Gas,Oil & Gas - Exploration & Production,42.0,,30.1453341,Arden Partners Limited,15.0,-,-,,,,,,,,,,,,,
AIM,2005-08-12,2005-08-01,2005,IPO,,RENEURON GROUP,New Company Placing,,United Kingdom,482.0,Pharmaceuticals & Biotechnology,Biotechnology,25.0,,23.386983,Colins Stewart Europe Limited,9.5,-,-,,,,,,,,,,,,,
AIM,2005-08-11,2005-08-01,2005,IPO,,ALPHA STRATEGIC,New Company Placing,,United Kingdom,879.0,Speciality & Other Finance,Other Financial,100.0,,3.0,Strand Partners Limited,2.95,-,-,,,,,,,,,,,,,
AIM,2005-08-09,2005-08-01,2005,IPO,,URALS ENERGY PUBLIC CO,New Company Placing,,Cyprus,73.0,Oil & Gas,Oil & Gas - Exploration & Production,240.0,,198.4347264,Morgan Stanley & Co International Limited,64.0008,-,-,,,,,,,,,,,,,
AIM,2005-08-09,2005-08-01,2005,IPO,,GILAT SATCOM,New Company Placing,,Israel,974.0,Software & Computer Services,Internet,120.0,,21.2304792,Seymour Pierce Limited,4.5745,-,-,,,,,,,,,,,,,
AIM,2005-08-05,2005-08-01,2005,IPO,,T2 INCOME FUND,New Company Placing,,United Kingdom,850.0,Investment Companies,Investment Companies,100.0,,38.0,Grant Thornton UK LLP ,38.0,-,-,,,,,,,,,,,,,
AIM,2005-08-05,2005-08-01,2005,IPO,,PTARMIGAN PROPERTY,New Company Placing,,United Kingdom,850.0,Investment Companies,Investment Companies,100.0,,8.350926,Seymour Pierce Limited,0.63,-,-,,,,,,,,,,,,,
AIM,2005-08-04,2005-08-01,2005,IPO,,RESEARCH NOW,New Company Placing,,United Kingdom,545.0,Media & Entertainment,Media Agencies,130.0,,16.7373505,Canaccord Adams Limited,9.1519,-,-,,,,,,,,,,,,,
AIM,2005-08-04,2005-08-01,2005,IPO,,RADICLE PROJECTS,New Company Placing,,United Kingdom,879.0,Speciality & Other Finance,Other Financial,75.0,,14.08908825,Charles Stanley Securities,6.1978,-,-,,,,,,,,,,,,,
AIM,2005-08-03,2005-08-01,2005,IPO,,ASIAN CITRUS HLDGS,New Company Placing,,Bermuda,433.0,Food Producers & Processors,Farming & Fishing,112.0,,68.06896544,Evolution Securities Limited,12.069,-,-,,,,,,,,,,,,,
AIM,2005-08-03,2005-08-01,2005,IPO,,MESSAGING INTERNATIONAL,New Company Placing,,United Kingdom,678.0,Telecommunication Services,Wireless Telecommunications Services,5.0,,6.769,Seymour Pierce Limited,1.5,-,-,,,,,,,,,,,,,
AIM,2005-08-02,2005-08-01,2005,IPO,,FORUM ENERGY,New Company Placing,,United Kingdom,73.0,Oil & Gas,Oil & Gas - Exploration & Production,112.0,,30.488024,Noble & Company Limited,11.0,-,-,,,,,,,,,,,,,
AIM,2005-08-02,2005-08-01,2005,IPO,,ADWALKER,New Company Placing,,Republic of Ireland,545.0,Media & Entertainment,Media Agencies,8.0,,13.49064696,John East & Partners Limited,4.0,-,-,,,,,,,,,,,,,
AIM,2005-08-01,2005-08-01,2005,IPO,,SCREEN TECHNOLOGY GROUP,New Company Placing,,United Kingdom,252.0,Electronic & Electrical Equipment,Electrical Equipment,63.0,,20.4680511,Charles Stanley Securities,7.9717,-,-,,,,,,,,,,,,,
AIM,2005-08-01,2005-08-01,2005,IPO,,SIRIUS EXPLORATION,New Company Placing,,United Kingdom,48.0,Mining,Other Mineral Extractors & Mines,5.0,,2.5244568,Beaumont Cornish Limited,0.5,-,-,,,,,,,,,,,,,
AIM,2005-07-29,2005-07-01,2005,IPO,,RAVEN RUSSIA,New Company Placing,,United Kingdom,862.0,Real Estate,Real Estate Holding & Development,100.0,,153.0,Cenkos Securities Limited,153.0,-,-,,,,,,,,,,,,,
AIM,2005-07-29,2005-07-01,2005,IPO,,ANGLO ASIAN MINING,New Company Placing,,United Kingdom,48.0,Mining,Other Mineral Extractors & Mines,77.0,,76.362286,Numis Securities Limited,20.02,-,-,,,,,,,,,,,,,
AIM,2005-07-29,2005-07-01,2005,IPO,,KP RENEWABLES,New Company Placing,,United Kingdom,720.0,Electricity,Electricity,125.0,,57.4413775,Deloitte & Touche LLP,2.9671,-,-,,,,,,,,,,,,,
AIM,2005-07-29,2005-07-01,2005,IPO,,RED ROCK RESOURCES,New Company Placing,,United Kingdom,48.0,Mining,Other Mineral Extractors & Mines,2.0,,2.8372,ARM Corporate Finance Limited,0.546,-,-,,,,,,,,,,,,,
UK Main Market,2005-07-28,2005-07-01,2005,IPO,,SCHRODER ORIENTAL INCOME FUND,New Company Placing,,United Kingdom,850.0,Investment Companies,Investment Companies,100.0,,150.0,,150.0,-,-,,,,,,,,,,,,,
AIM,2005-07-28,2005-07-01,2005,IPO,,INTERNATIONAL MOLYBDENUM,New Company Placing,,United Kingdom,48.0,Mining,Other Mineral Extractors & Mines,30.0,,39.31,Matrix Corporate Capital Limited,6.0,-,-,,,,,,,,,,,,,
AIM,2005-07-28,2005-07-01,2005,IPO,,SANATANA DIAMONDS INC,New Company Placing,,Canada,48.0,Mining,Other Mineral Extractors & Mines,82.0,,27.55757108,Insinger de Beaufort,2.3701,-,-,,,,,,,,,,,,,
AIM,2005-07-28,2005-07-01,2005,IPO,,ARIANA RESOURCES,New Company Placing,,United Kingdom,43.0,Mining,Gold Mining,12.0,,3.7717278,Beaumont Cornish Limited,1.5,-,-,,,,,,,,,,,,,
AIM,2005-07-28,2005-07-01,2005,IPO,,UBET2WIN,New Company Placing,,United Kingdom,532.0,Leisure & Hotels,Gambling,3.5,,5.45063001,Beaumont Cornish Limited,0.2394,-,-,,,,,,,,,,,,,
International Main Market,2005-07-27,2005-07-01,2005,IPO,,NOVATEK OAO,International Offering (GDR),,Russia,73.0,Oil & Gas,Oil & Gas - Exploration & Production,16.75,,1118.190671102137,,531.1406148077027,-,-,,,,,,,,,,,,,
UK Main Market,2005-07-27,2005-07-01,2005,IPO,,CLOSE EUROPEAN ACCELERATED FUND,New Company Placing,,United Kingdom,850.0,Investment Companies,Investment Companies,100.0,,36.0,,36.0,-,-,,,,,,,,,,,,,
AIM,2005-07-27,2005-07-01,2005,IPO,,LATITUDE RESOURCES,New Company Placing,,United Kingdom,48.0,Mining,Other Mineral Extractors & Mines,5.0,,12.65045935,Colins Stewart Europe Limited,5.0,-,-,,,,,,,,,,,,,
AIM,2005-07-27,2005-07-01,2005,IPO,,EMPYREAN ENERGY,New Company Placing,,United Kingdom,45.0,Mining,Mining Finance,35.0,,10.7254987,HB â Corporate,2.5005,-,-,,,,,,,,,,,,,
AIM,2005-07-26,2005-07-01,2005,IPO,,DAWNAY DAY CARPATHIAN,New Company Placing,,United Kingdom,862.0,Real Estate,Real Estate Holding & Development,100.0,,140.01,Numis Securities Limited,140.0,-,-,,,,,,,,,,,,,
AIM,2005-07-26,2005-07-01,2005,IPO,,ENOVA SYSTEMS INC,New Company Placing,,USA,313.0,Automobiles,Auto Parts,215.0,,33.68748183,Investec Bank (UK) Limited,11.5025,-,-,,,,,,,,,,,,,
AIM,2005-07-25,2005-07-01,2005,IPO,,AT COMMUNICATIONS GROUP,New Company Placing,,United Kingdom,972.0,Software & Computer Services,Computer Services,37.0,,9.04999946,Insinger de Beaufort,3.15,-,-,,,,,,,,,,,,,
UK Main Market,2005-07-22,2005-07-01,2005,IPO,,RHM,New Company Placing,,United Kingdom,435.0,Food Producers & Processors,Food Processors,275.0,,957.62500075,,676.89614575,-,-,,,,,,,,,,,,,
UK Main Market,2005-07-21,2005-07-01,2005,IPO,,LAND OF LEATHER HLDGS,New Company Placing,,United Kingdom,526.0,General Retailers,Retailers - Hardlines,149.0,,75.7295629,,37.51865445,-,-,,,,,,,,,,,,,
AIM,2005-07-20,2005-07-01,2005,IPO,,UTILICO EMERGING MARKETS UTILITIES,New Company Placing,,Bermuda,850.0,Investment Companies,Investment Companies,100.0,,79.21095081,Arbuthnot Securities Limited,52.5,-,-,,,,,,,,,,,,,
AIM,2005-07-20,2005-07-01,2005,IPO,,OXONICA,New Company Placing,,United Kingdom,116.0,Chemicals,Chemicals - Advanced Materials,95.8,,35.259505182,Panmure Gordon (UK) Limited,8.2951,-,-,,,,,,,,,,,,,
UK Main Market,2005-07-19,2005-07-01,2005,IPO,,STRATEGIC EQUITY CAPITAL,New Company Placing,,United Kingdom,850.0,Investment Companies,Investment Companies,100.0,,70.4,,70.4,-,-,,,,,,,,,,,,,
AIM,2005-07-18,2005-07-01,2005,IPO,,STEM CELL SCIENCES,New Company Placing,,United Kingdom,482.0,Pharmaceuticals & Biotechnology,Biotechnology,97.0,,21.194597,Colins Stewart Europe Limited,6.0189,-,-,,,,,,,,,,,,,
AIM,2005-07-18,2005-07-01,2005,IPO,,JARLWAY HLDGS,New Company Placing,,United Kingdom,266.0,Engineering & Machinery,Engineering Fabricators,30.0,,7.3239999,Nabarro Wells & Co. Limited,1.25,-,-,,,,,,,,,,,,,
AIM,2005-07-15,2005-07-01,2005,IPO,,SATCOM GROUP HLDGS,New Company Placing,,United Kingdom,678.0,Telecommunication Services,Wireless Telecommunications Services,30.0,,17.29325011,Ernst & Young LLP,0.5,-,-,,,,,,,,,,,,,
AIM,2005-07-14,2005-07-01,2005,IPO,,ORCHID DEVELOPMENTS GROUP,New Company Placing,,Cayman Islands,862.0,Real Estate,Real Estate Holding & Development,95.0,,60.2456104,Shore Capital & Corporate Limited,20.0,-,-,,,,,,,,,,,,,
AIM,2005-07-13,2005-07-01,2005,IPO,,WATERLINE GROUP,New Company Placing,,United Kingdom,526.0,General Retailers,Retailers - Hardlines,84.0,,11.01555168,Daniel Stewart & Company plc,2.1,-,-,,,,,,,,,,,,,
AIM,2005-07-12,2005-07-01,2005,IPO,,CYBERSCAN TECHNOLOGY INC,New Company Placing,,USA,977.0,Software & Computer Services,Software,611.0,,91.33112521,Colins Stewart Europe Limited,33.9952,-,-,,,,,,,,,,,,,
AIM,2005-07-11,2005-07-01,2005,IPO,,SHANTA GOLD,New Company Placing,,United Kingdom,43.0,Mining,Gold Mining,25.0,,15.55618375,W H Ireland Limited,4.3062,-,-,,,,,,,,,,,,,
AIM,2005-07-11,2005-07-01,2005,IPO,,JUMPIT ASA,New Company Placing,,Norway,252.0,Electronic & Electrical Equipment,Electrical Equipment,40.0,,19.510628,Westhouse Securities LLP,3.0,-,-,,,,,,,,,,,,,
AIM,2005-07-07,2005-07-01,2005,IPO,,STRATEGIC THOUGHT GROUP,New Company Placing,,United Kingdom,972.0,Software & Computer Services,Computer Services,120.0,,29.98752,KBC Peel Hunt Limited,9.4225,-,-,,,,,,,,,,,,,
AIM,2005-07-06,2005-07-01,2005,IPO,,BYOTROL,New Company Placing,,United Kingdom,118.0,Chemicals,Chemicals - Speciality,23.0,,8.02075527,Matrix Corporate Capital Limited,3.0,-,-,,,,,,,,,,,,,
AIM,2005-07-05,2005-07-01,2005,IPO,,POLYFUEL INC,New Company Placing,,USA,252.0,Electronic & Electrical Equipment,Electrical Equipment,51.0,,23.02834854,Colins Stewart Europe Limited,8.0,-,-,,,,,,,,,,,,,
AIM,2005-07-01,2005-07-01,2005,IPO,,ERUMA,New Company Placing,,United Kingdom,588.0,Support Services,Security & Alarm Services,5.0,,3.48,Beaumont Cornish Limited,0.87,-,-,,,,,,,,,,,,,
International Main Market,2005-06-30,2005-06-01,2005,IPO,,PARTYGAMING,New Company Placing,,Gibraltar,532.0,Leisure & Hotels,Gambling,116.0,,4640.0,,906.689698,-,-,,,,,,,,,,,,,
AIM,2005-06-30,2005-06-01,2005,IPO,,PROMETHEAN,New Company Placing,,United Kingdom,879.0,Speciality & Other Finance,Other Financial,100.0,,50.0,Colins Stewart Europe Limited,50.0,-,-,,,,,,,,,,,,,
UK Main Market,2005-06-30,2005-06-01,2005,IPO,,BEAR STEARNS PRIVATE EQUITY,New Company Placing,,United Kingdom,850.0,Investment Companies,Investment Companies,1.05,,19.062298964186244,,33.15039896,-,-,,,,,,,,,,,,,
UK Main Market,2005-06-30,2005-06-01,2005,IPO,,ABERDEEN WARRANTS(JERSEY),New Company Placing,,United Kingdom,871.0,Speciality & Other Finance,Asset Managers,200.0,,16.0,,16.0,-,-,,,,,,,,,,,,,
AIM,2005-06-30,2005-06-01,2005,IPO,,BANGO,New Company Placing,,United Kingdom,974.0,Software & Computer Services,Internet,134.0,,35.05223054,Panmure Gordon (UK) Limited,11.0324,-,-,,,,,,,,,,,,,
UK Main Market,2005-06-30,2005-06-01,2005,IPO,,ADC ZEROS 2010,New Company Placing,,United Kingdom,890.0,Investment Entities,Investment Entities,100.0,,0.0,,6.602142,-,-,,,,,,,,,,,,,
UK Main Market,2005-06-30,2005-06-01,2005,IPO,,ADC ZEROS 2012,New Company Placing,,United Kingdom,890.0,Investment Entities,Investment Entities,100.0,,0.0,,6.602142,-,-,,,,,,,,,,,,,
UK Main Market,2005-06-30,2005-06-01,2005,IPO,,TRIPLE POINT VCT,New Company Placing,,United Kingdom,890.0,Investment Entities,Investment Entities,100.0,,3.474964,,3.474964,-,-,,,,,,,,,,,,,
AIM,2005-06-30,2005-06-01,2005,IPO,,KIOTECH INTERNATIONAL,New Company Placing,,United Kingdom,482.0,Pharmaceuticals & Biotechnology,Biotechnology,7.0,,4.63717534,Grant Thornton UK LLP ,2.216,-,-,,,,,,,,,,,,,
UK Main Market,2005-06-30,2005-06-01,2005,IPO,,ARC GROWTH CO VCT,New Company Placing,,United Kingdom,890.0,Investment Entities,Investment Entities,100.0,,1.014945,,1.014945,-,-,,,,,,,,,,,,,
AIM,2005-06-30,2005-06-01,2005,IPO,,PERSIAN GOLD,New Company Placing,,United Kingdom,43.0,Mining,Gold Mining,25.0,,13.9482,Rowan Dartington & Co Limited,1.0,-,-,,,,,,,,,,,,,
AIM,2005-06-29,2005-06-01,2005,IPO,,SOUND OIL,New Company Placing,,United Kingdom,879.0,Speciality & Other Finance,Other Financial,5.5,,16.48997702,Smith & Williamson Corporate Finance Limited,10.99,-,-,,,,,,,,,,,,,
AIM,2005-06-29,2005-06-01,2005,IPO,,CRESCENT HYDROPOLIS RESORTS,New Company Placing,,United Kingdom,879.0,Speciality & Other Finance,Other Financial,39.8485754,,31.62992547250469,Nabarro Wells & Co. Limited,2.7396,-,-,,,,,,,,,,,,,
AIM,2005-06-29,2005-06-01,2005,IPO,,THOR MINING,New Company Placing,,United Kingdom,48.0,Mining,Other Mineral Extractors & Mines,2.0,,3.6335,ARM Corporate Finance Limited,1.6335,-,-,,,,,,,,,,,,,
AIM,2005-06-28,2005-06-01,2005,IPO,,EUROPEAN CONVERGENCE PROPERTY CO,New Company Placing,,United Kingdom,862.0,Real Estate,Real Estate Holding & Development,66.2450394,,41.5332104982052,Panmure Gordon (UK) Limited,41.5332,-,-,,,,,,,,,,,,,
AIM,2005-06-28,2005-06-01,2005,IPO,,SYSTEM C HEALTHCARE,New Company Placing,,United Kingdom,972.0,Software & Computer Services,Computer Services,54.0,,41.70892392,Colins Stewart Europe Limited,21.3203,-,-,,,,,,,,,,,,,
AIM,2005-06-28,2005-06-01,2005,IPO,,SOUTHERN ROCK FILMS,New Company Placing,,United Kingdom,542.0,Media & Entertainment,"Television, Radio and Filmed Entertainment",1.0,,0.725,Nabarro Wells & Co. Limited,0.375,-,-,,,,,,,,,,,,,
AIM,2005-06-27,2005-06-01,2005,IPO,,CALEDONIA MINING CORP,New Company Placing,,Canada,48.0,Mining,Other Mineral Extractors & Mines,4.5,,15.12005283,Seymour Pierce Limited,1.57,-,-,,,,,,,,,,,,,
