Market,Date,Month,Year,LSE IPO,TIDM,Company,Issue type,Transfer,Country of Inc.,FTSE Industry,FTSE Sector,FTSE Subsector,Issue Price,Currency,Market Cap - Opening Price (Â£m),Nominated Advisor (AIM only),Money Raised - New (Â£m),Money Raised - Existing (Â£m),TOTAL RAISED (Â£m),Initial Trading Open,Initial Trading High,Initial Trading Low,Adj Close Day 1,Volume Initial Trading Day,Adj Close Day 7,Adj Close Day 30,Adj Close Day 90,Adj Close Day 180,Adj Close Day 365,Adj Close Day 730,Adj Close Day 1825,Adj Close Day 3650
AIM,2015-06-03,2015-06-01,2015,IPO,G4M ,GEAR 4 MUSIC (HLDGS) LTD,New Company Placing,,United Kingdom,3745.0,Leisure Goods,Recreational Products,139.0,,28.82356477,Panmure Gordon (UK) Limited,9.974,-,-,,,,,,,,,,,,,
UK Main Market,2015-05-29,2015-05-01,2015,IPO,DRIP,DRUM INCOME PLUS REIT PLC,New Company Placing,,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,31.864,,31.864,-,-,,,,,,,,,,,,,
AIM,2015-05-26,2015-05-01,2015,IPO,EHG ,ELEGANT HOTELS GROUP PLC,New Company Placing,,United Kingdom,5753.0,Travel & Leisure,Hotels,100.0,,0.0,Zeus Capital Limited,32.2,-,-,,,,,,,,,,,,,
AIM,2015-05-19,2015-05-01,2015,IPO,STR ,STRIDE GAMING PLC,New Company Placing,,United Kingdom,5752.0,Travel & Leisure,Gambling,132.0,,86.01,Cantor Fitzgerald Europe,11.2,-,-,,,,,,,,,,,,,
SFM,2015-05-13,2015-05-01,2015,IPO,AA4 ,AMEDEO AIR FOUR PLUS LTD,New Company Placing,,United Kingdom,8995.0,Nonequity Investment Instruments,Nonequity Investment Instruments,100.0,,209.07,,202.0,-,-,,,,,,,,,,,,,
UK Main Market,2015-05-12,2015-05-01,2015,IPO,AEWU,AEW UK REIT PLC,New Company Placing,,United Kingdom,8674.0, Real Estate Investment Trusts, Diversified REITs,1.0,,101.25375,,100.499999,-,-,100.0,101.73999786376953,100.0,54.24863052368164,637128.0,54.71977996826172,55.05629348754883,55.46013259887695,54.45054244995117,55.41585922241211,61.73637390136719,52.189422607421875,
AIM,2015-05-12,2015-05-01,2015,IPO,SAT ,SATELLITE SOLUTIONS WORLDWIDE GROUP,New Company Placing,,United Kingdom,8995.0,Nonequity Investment Instruments,Nonequity Investment Instruments,4.5,,15.02,Strand Hanson Limited,2.25,-,-,,,,,,,,,,,,,
UK Main Market,2015-05-11,2015-05-01,2015,IPO,IDHC,INTEGRATED DIAGNOSTICS HLDGS PLC,New Company Placing,,United Kingdom,4533.0,Health Care Equipment & Services,Health Care Providers,4.45,,589.878,,0.0,-,-,1.2625000476837158,1.399999976158142,1.1124999523162842,1.1268845796585083,94270600.0,1.20737624168396,1.2375606298446655,1.2979295253753662,1.1369460821151733,0.9578776359558105,0.6307726502418518,0.7422559857368469,
SFM,2015-05-08,2015-05-01,2015,IPO,TORO,TORO LTD,New Company Placing,,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,1.0,,247.0001153162641,,242.1569758002589,-,-,0.9800000190734863,0.9800000190734863,0.9800000190734863,0.4042055010795593,0.0,0.41864141821861267,0.41864141821861267,0.41864141821861267,0.402143269777298,0.33202603459358215,0.3715914189815521,0.2870723605155945,
AIM,2015-05-07,2015-05-01,2015,IPO,VSN ,VERSEON CORP,New Company Placing,,USA,4577.0,Pharmaceuticals & Biotechnology,Pharmaceuticals,202.0,,321.19,Cenkos Securities Limited,65.789,-,-,,,,,,,,,,,,,
AIM,2015-05-07,2015-05-01,2015,IPO,MAYA,MAYAIR GROUP PLC,New Company Placing,,United Kingdom,2757.0,Industrial Engineering,Industrial Machinery,1.3,,55.85,Allenby Capital Limited,16.218,-,-,,,,,,,,,,,,,
AIM,2015-05-07,2015-05-01,2015,IPO,CBP ,CURTIS BANKS GROUP LTD,New Company Placing,,United Kingdom,8775.0,General Financial,Specialty Finance,190.0,,92.4,Peel Hunt LLP,7.5,-,-,,,,,,,,,,,,,
International Main Market,2015-05-05,2015-05-01,2015,IPO,IL0A,PERMANENT TSB GROUP HLDGS PLC,New Company Placing,,Republic of Ireland,8575.0,Life Insurance,Life Insurance,4.5,,1528.3849099878155,,287.59735879210825,-,-,4.611000061035156,4.611000061035156,4.611000061035156,4.611000061035156,37953.0,4.940000057220459,3.9579999446868896,4.531000137329102,4.38100004196167,6.563000202178955,7.349999904632568,9.743000030517578,3.119999885559082
UK Main Market,2015-05-01,2015-05-01,2015,IPO,RDL ,RANGER DIRECT LENDING FUND PLC,New Company Placing,,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,10.0,,140.4,,135.0,-,-,,,,,,,,,,,,,
UK Main Market,2015-04-30,2015-04-01,2015,IPO,MINI,MITON UK MICROCAP TRUST PLC,New Company Placing,,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,50.0,,51.50000000000001,,50.0,-,-,49.0,49.0,49.0,47.71909713745117,0.0,50.153751373291016,50.153751373291016,53.07532501220703,53.562259674072266,55.26650619506836,57.8501091003418,28.631271362304688,
UK Main Market,2015-04-27,2015-04-01,2015,IPO,OPRA,OPERA INVESTMENTS PLC,New Company Placing,,United Kingdom,8995.0,Nonequity Investment Instruments,Nonequity Investment Instruments,10.0,,1.9190625000000003,,1.2000000000000002,-,-,,,,,,,,,,,,,
UK Main Market,2015-04-21,2015-04-01,2015,IPO,WPCT,WOODFORD PATIENT CAPITAL TRUST PLC,New Company Placing,,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,816.0000000000001,,800.0000000000001,-,-,,,,,,,,,,,,,
UK Main Market,2015-04-08,2015-04-01,2015,IPO,SHAW,SHAWBROOK GROUP PLC,New Company Placing,,United Kingdom,8355.0,Banks,Banks,290.0,,770.0000000000001,,90.00000070000002,-,-,,,,,,,,,,,,,
AIM,2015-04-02,2015-04-01,2015,IPO,MMH ,MARSHALL MOTOR HLDGS PLC,New Company Placing,,United Kingdom,5379.0,General Retailers,Specialty Retailers,149.0,,124.74,Investec Bank (UK) Limited,40.0,-,-,,,,,,,,,,,,,
AIM,2015-04-02,2015-04-01,2015,IPO,MTFB,MOTIF BIO PLC,New Company Placing,,United Kingdom,4573.0,Pharmaceuticals & Biotechnology,Biotechnology,20.0,,19.27,Cairn Financial Advisers LLP,2.8372,-,-,,,,,,,,,,,,,
International Main Market,2015-04-02,2015-04-01,2015,IPO,66XD,EDITA FOOD INDUSTRIES SAE,International Offering (GDR),,Egypt,3577.0,Food Producers,Food Products,,,0.0,,0.0,-,-,,,,,,,,,,,,,
UK Main Market,2015-04-01,2015-04-01,2015,IPO,SNN ,SANNE GROUP PLC,New Company Placing,,United Kingdom,8771.0,General Financial,Asset Managers,200.0,,259.26000000000005,,28.000000000000004,-,-,,,,,,,,,,,,,
AIM,2015-03-27,2015-03-01,2015,IPO,REDX,REDX PHARMA LTD,New Company Placing,,United Kingdom,4573.0,Pharmaceuticals & Biotechnology,Biotechnology,85.0,,56.21,Shore Capital & Corporate Limited,15.0,-,-,86.45570373535156,87.95490264892578,84.95649719238281,86.45570373535156,676232.0,84.95649719238281,83.95700073242188,110.94309997558594,101.447998046875,38.97999954223633,32.98310089111328,14.24269962310791,
UK Main Market,2015-03-25,2015-03-01,2015,IPO,HNR ,HIGHLANDS NATURAL RESOURCES PLC,New Company Placing,,United Kingdom,8995.0,Nonequity Investment Instruments,Nonequity Investment Instruments,5.0,,2.5499999999999994,,0.9499999999999998,-,-,,,,,,,,,,,,,
UK Main Market,2015-03-24,2015-03-01,2015,IPO,AUTO,AUTO TRADER GROUP PLC,New Company Placing,,United Kingdom,5377.0,General Retailers,Specialized Consumer Services,235.0,,2649.9999999999995,,460.34900355,-,-,261.0,273.75,235.0,235.50450134277344,238772753.0,239.8742218017578,250.9134521484375,275.7518310546875,299.1642761230469,346.2976379394531,359.53216552734375,398.2854309082031,
UK Main Market,2015-03-23,2015-03-01,2015,IPO,LAKE,LAKEHOUSE PLC,New Company Placing,,United Kingdom,2791.0,Support Services,Business Support Services,91.0,,141.38,,30.67415806,-,-,,,,,,,,,,,,,
AIM,2015-03-19,2015-03-01,2015,IPO,ZEG ,ZEGONA COMMUNICATIONS PLC,New Company Placing,,United Kingdom,8995.0,Nonequity Investment Instruments,Nonequity Investment Instruments,120.0,,35.88,Cenkos Securities Limited,29.974,-,-,,,,,,,,,,,,,
UK Main Market,2015-03-18,2015-03-01,2015,IPO,RBG ,REVOLUTION BARS GROUP PLC,New Company Placing,,United Kingdom,5757.0,Travel & Leisure,Restaurants & Bars,200.0,,95.5,,0.0,-,-,,,,,,,,,,,,,
UK Main Market,2015-03-17,2015-03-01,2015,IPO,VSL ,VPC SPECIALTY LENDING INVSTMNTS PLC,New Company Placing,,United Kingdom,8773.0,General Financial,Consumer Finance,1.0,,194.0,,200.0,-,-,,,,,,,,,,,,,
AIM,2015-03-16,2015-03-01,2015,IPO,TECH,TECHFINANCIALS INC,New Company Placing,,British Virgin Islands,9537.0,Software & Computer Services,Software,27.0,,18.41,Grant Thornton UK LLP,3.0523,-,-,,,,,,,,,,,,,
UK Main Market,2015-03-13,2015-03-01,2015,IPO,ALD ,ALDERMORE GROUP PLC,New Company Placing,,United Kingdom,8355.0,Banks,Banks,192.0,,769.6718749999999,,74.99999999999999,-,-,,,,,,,,,,,,,
UK Main Market,2015-03-11,2015-03-01,2015,IPO,DFS ,DFS FURNITURE LTD,New Company Placing,,United Kingdom,5375.0,General Retailers,Home Improvement Retailers,255.0,,549.6189505799999,,97.9800015,-,-,,,,,,,,,,,,,
AIM,2015-03-10,2015-03-01,2015,IPO,GATE,GATE VENTURES PLC,New Company Placing,,United Kingdom,8995.0,Nonequity Investment Instruments,Nonequity Investment Instruments,10.0,,4.86,Beaumont Cornish Limited,3.242,-,-,,,,,,,,,,,,,
UK Main Market,2015-03-09,2015-03-01,2015,IPO,ECEL,EUROCELL PLC,New Company Placing,,United Kingdom,2353.0,Construction & Materials,Building Materials & Fixtures,175.0,,190.5,,0.0,-,-,,,,,,,,,,,,,
AIM,2015-03-06,2015-03-01,2015,IPO,BILB,BILBY PLC,New Company Placing,,United Kingdom,2791.0,Support Services,Business Support Services,58.0,,18.32,Charles Stanley Securities,2.5,-,-,,,,,,,,,,,,,
UK Main Market,2015-03-03,2015-03-01,2015,IPO,SEQI,SEQUOIA ECONOMIC INFRAST INC FD LTD,New Company Placing,,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,156.74999999999997,,149.99999899999997,-,-,,,,,,,,,,,,,
UK Main Market,2015-03-02,2015-03-01,2015,IPO,WIZZ,WIZZ AIR HLDGS PLC,New Company Placing,,United Kingdom,5751.0,Travel & Leisure,Airlines,11.5,,687.26653725,,110.15643,-,-,1200.0,1284.0,1150.0,1250.0,14873750.0,1300.0,1345.0,1450.0,1767.0,1813.0,1653.0,3908.0,
UK Main Market,2015-02-19,2015-02-01,2015,IPO,NSF ,NON-STANDARD FINANCE LTD,New Company Placing,,United Kingdom,8995.0,Nonequity Investment Instruments,Nonequity Investment Instruments,100.0,,105.243695,,102.283168,-,-,,,,,,,,,,,,,
UK Main Market,2015-02-19,2015-02-01,2015,IPO,GVP ,GABELLI VALUE PLUS + TRUST PLC,New Company Placing,,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,103.10403103,,100.101001,-,-,,,,,,,,,,,,,
UK Main Market,2015-02-19,2015-02-01,2015,IPO,CHAL,CHALLENGER ACQUISITIONS LTD,New Company Placing,,United Kingdom,8995.0,Nonequity Investment Instruments,Nonequity Investment Instruments,10.0,,1.430013,,0.7,-,-,,,,,,,,,,,,,
UK Main Market,2015-02-18,2015-02-01,2015,IPO,CBM ,CLEANTECH BUILDING MATERIALS PLC,New Company Placing,,United Kingdom,8995.0,Nonequity Investment Instruments,Nonequity Investment Instruments,1.0,,0.971875,,0.7775,-,-,,,,,,,,,,,,,
UK Main Market,2015-02-17,2015-02-01,2015,IPO,JLG ,JOHN LAING GROUP PLC,New Company Placing,,United Kingdom,8775.0,General Financial,Specialty Finance,195.0,,715.4999982,,130.00000065,-,-,,,,,,,,,,,,,
AIM,2015-02-12,2015-02-01,2015,IPO,IRR ,IRONRIDGE RESOURCES LTD,New Company Placing,,Australia,1757.0,Industrial Metals,Steel,10.0,,25.43581182,SP Angel Corporate Finance LLP,9.6538,-,-,,,,,,,,,,,,,
AIM,2015-02-11,2015-02-01,2015,IPO,PTSG,PREMIER TECHNICAL SERVICES GRP LTD,New Company Placing,,United Kingdom,2791.0,Support Services,Business Support Services,52.0,,49.01837396,Nplus1 Singer Advisory LLP,5.0,-,-,,,,,,,,,,,,,
UK Main Market,2015-02-09,2015-02-01,2015,IPO,HSS ,HSS HIRE GRP PLC,New Company Placing,,United Kingdom,2791.0,Support Services,Business Support Services,210.0,,306.42856992000003,,102.9999999,-,-,,,,,,,,,,,,,
AIM,2015-02-03,2015-02-01,2015,IPO,AFG ,AQUATIC FOODS GROUP PLC,New Company Placing,,United Kingdom,3577.0,Food Producers,Food Products,70.0,,69.06790941,SP Angel Corporate Finance LLP,9.2583,-,-,,,,,,,,,,,,,
International Main Market,2015-01-28,2015-01-01,2015,IPO,VCBC,VERTU CAPITAL LTD,New Company Placing,,Cayman Islands,8995.0,Nonequity Investment Instruments,Nonequity Investment Instruments,1.0,,1.1,,0.8,-,-,,,,,,,,,,,,,
UK Main Market,2015-01-28,2015-01-01,2015,IPO,SCS ,SCS GROUP PLC,New Company Placing,,United Kingdom,5375.0,General Retailers,Home Improvement Retailers,175.0,,76.0,,0.0,-,-,,,,,,,,,,,,,
AIM,2015-01-27,2015-01-01,2015,IPO,GIPO,GRAND GROUP INVESTMENT PLC,New Company Placing,,Cayman Islands,8775.0,General Financial,Specialty Finance,80.0,,28.01,ZAI Corporate Finance Limited,7.1621,-,-,,,,,,,,,,,,,
AIM,2014-12-23,2014-12-01,2014,IPO,MRR ,MILL RESIDENTIAL REIT PLC,New Company Placing,,United Kingdom,8673.0, Real Estate Investment Trusts, Residential REITs,100.0,,3.9,Sanlam Securities UK Limited,2.487,-,-,,,,,,,,,,,,,
AIM,2014-12-22,2014-12-01,2014,IPO,MKT ,MARKET TECH HLDG LTD,New Company Placing,,United Kingdom,8633.0, Real Estate Investment & Services, Real Estate Holding & Development,200.0,,843.75,Jefferies International Limite,100.0,-,-,,,,,,,,,,,,,
UK Main Market,2014-12-22,2014-12-01,2014,IPO,MITH,MITHRIL CAPITAL PLC,New Company Placing,,United Kingdom,8777.0,General Financial,Investment Services,3.6,,7.374375,,3.843,-,-,,,,,,,,,,,,,
AIM,2014-12-22,2014-12-01,2014,IPO,GFIN,GFINITY PLC,New Company Placing,,United Kingdom,5553.0,Media,Broadcasting & Entertainment,17.0,,20.82,Arden Partners plc,3.5,-,-,23.0,27.0,20.0,26.75,1875162.0,26.5,19.625,25.625,21.625,19.5,13.625,3.299999952316284,
UK Main Market,2014-12-19,2014-12-01,2014,IPO,CLEE,CLEEVE CAPITAL PLC,New Company Placing,,United Kingdom,8995.0,Nonequity Investment Instruments,Nonequity Investment Instruments,3.6,,7.407916648,,3.881999988,-,-,,,,,,,,,,,,,
AIM,2014-12-18,2014-12-01,2014,IPO,MERC,MERCIA TECHNOLOGIES PLC,New Company Placing,,United Kingdom,8775.0,General Financial,Specialty Finance,50.0,,116.6,Cenkos Securities Plc,70.0,-,-,53.599998474121094,59.0,51.0,52.385475158691406,1735078.0,57.14778518676758,68.10110473632812,56.67155456542969,53.33793258666992,39.28910827636719,48.57562255859375,23.906822204589844,
AIM,2014-12-11,2014-12-01,2014,IPO,QP. ,QUANTUM PHARMA PLC,New Company Placing,,United Kingdom,4577.0,Pharmaceuticals & Biotechnology,Pharmaceuticals,100.0,,121.87,Zeus Capital Limited,76.485,-,-,,,,,,,,,,,,,
AIM,2014-12-11,2014-12-01,2014,IPO,MRS ,MANAGEMENT RESOURCE SOLUTIONS PLC,New Company Placing,,United Kingdom,2791.0,Support Services,Business Support Services,30.0,,9.68,Northland Capital Partners Limited,0.725,-,-,,,,,,,,,,,,,
AIM,2014-12-11,2014-12-01,2014,IPO,TUNE,FOCUSRITE PLC,New Company Placing,,United Kingdom,3743.0,Leisure Goods,Consumer Electronics,,,79.27,Panmure Gordon (UK) Limited,0.0,-,-,135.0,139.0,134.0,128.68260192871094,38068.0,131.98216247558594,136.2244415283203,149.89401245117188,158.4715118408203,163.20201110839844,220.07472229003906,586.4705200195312,
AIM,2014-12-08,2014-12-01,2014,IPO,MTPH,MIDATECH PHARMA PLC,New Company Placing,,United Kingdom,4573.0,Pharmaceuticals & Biotechnology,Biotechnology,267.0,,76.71,Panmure Gordon (UK) Limited,32.0,-,-,112322.796875,112322.796875,108775.7578125,108775.7578125,95.0,104834.609375,118234.5234375,122175.671875,120205.09375,104440.4921875,46702.63671875,960.0,
AIM,2014-12-08,2014-12-01,2014,IPO,CHT ,CONSTELLATION HEALTHCARE TECHNO INC,New Company Placing,,USA,4533.0,Health Care Equipment & Services,Health Care Providers,135.0,,77.86,finnCap Ltd,9.623,-,-,,,,,,,,,,,,,
AIM,2014-12-04,2014-12-01,2014,IPO,TPOP,PEOPLES OPERATOR PLC(THE),New Company Placing,,United Kingdom,6575.0,Mobile Telecommunications,Mobile Telecommunications,130.0,,105.24,finnCap Ltd,20.0,-,-,0.5600000023841858,0.5600000023841858,0.4000000059604645,0.46000000834465027,29865.0,0.46000000834465027,0.36000001430511475,0.10000000149011612,0.10000000149011612,,,,
AIM,2014-12-04,2014-12-01,2014,IPO,PCGE,PCG ENTERTAINMENT PLC,New Company Placing,,Gibraltar,5752.0,Travel & Leisure,Gambling,6.0,,68.28,Sanlam Securities UK Limited,3.41,-,-,,,,,,,,,,,,,
UK Main Market,2014-12-02,2014-12-01,2014,IPO,RMMC,RIVER AND MERCANTL UK MICRO CAP INV,New Company Placing,,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,51.40281045,,50.643163,-,-,136.02000427246094,136.02000427246094,136.02000427246094,136.02000427246094,0.0,104.0,104.5,107.0,105.875,121.0,125.5,156.5,
AIM,2014-12-02,2014-12-01,2014,IPO,CHOC,UNITED CACAO LTD SEZC,New Company Placing,,Cayman Islands,3573.0,Food Producers,Farming & Fishing,128.0,,25.62,Strand Hanson Limited,6.4,-,-,,,,,,,,,,,,,
UK Main Market,2014-11-18,2014-11-01,2014,IPO,VM. ,VIRGIN MONEY HLDGS (UK) PLC,New Company Placing,,United Kingdom,8355.0,Banks,Banks,283.0,,1246.418416,,150.0000012,-,-,,,,,,,,,,,,,
AIM,2014-11-17,2014-11-01,2014,IPO,AERO,STRAT AERO PLC,New Company Placing,,United Kingdom,2791.0,Support Services,Business Support Services,8.0,,10.390739,SP Angel Corporate Finance LLP,0.65,-,-,,,,,,,,,,,,,
AIM,2014-11-14,2014-11-01,2014,IPO,MAB1,MORTGAGE ADVICE BUREAU (HLDGS) LTD,New Company Placing,,United Kingdom,8779.0,General Financial,Mortgage Finance,160.0,,82.583196,Canaccord Genuity Ltd,36.344,-,-,165.0,167.0,160.0,117.99214172363281,246098.0,127.21028900146484,129.79135131835938,130.1600799560547,159.28941345214844,253.11705017089844,256.9908142089844,562.9651489257812,
AIM,2014-11-10,2014-11-01,2014,IPO,HAV ,HAVERSHAM HLDGS PLC,New Company Placing,,United Kingdom,8775.0,General Financial,Specialty Finance,120.0,,32.3,Cenkos Securities Limited,30.0,-,-,,,,,,,,,,,,,
AIM,2014-11-07,2014-11-01,2014,IPO,FEVR,FEVERTREE DRINKS PLC,New Company Placing,,United Kingdom,3537.0,Beverages,Soft Drinks,134.0,,190.15,Investec Bank (UK) Limited,93.3292,-,-,170.0,174.5,162.0,150.51109313964844,12379450.0,151.4232635498047,165.1060791015625,187.9107666015625,252.71131896972656,484.8046875,994.85205078125,1666.6993408203125,
AIM,2014-11-03,2014-11-01,2014,IPO,NKTN,NEKTAN PLC,New Company Placing,,Gibraltar,5752.0,Travel & Leisure,Gambling,236.0,,50.1,Panmure Gordon (UK) Limited,3.634,-,-,,,,,,,,,,,,,
AIM,2014-10-30,2014-10-01,2014,IPO,ENTU,ENTU (UK) LTD,New Company Placing,,United Kingdom,5375.0,General Retailers,Home Improvement Retailers,100.0,,67.9,Grant Thornton UK LLP,32.8,-,-,,,,,,,,,,,,,
UK Main Market,2014-10-28,2014-10-01,2014,IPO,EPIC,EDISTON PPTY INV CO PLC,New Company Placing,,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,96.9,,95.0,-,-,100.0,100.0,100.0,60.13742446899414,0.0,61.34018325805664,61.34018325805664,61.94155502319336,66.11021423339844,68.74764251708984,68.56069946289062,66.26605224609375,
AIM,2014-10-23,2014-10-01,2014,IPO,C4XD,C4X DISCOVERY HLDG PLC,New Company Placing,,United Kingdom,4573.0,Pharmaceuticals & Biotechnology,Biotechnology,100.0,,32.07,Zeus Capital Limited,11.0,-,-,103.0730972290039,103.72509765625,101.74939727783203,102.24330139160156,69247.0,98.78579711914062,97.7979965209961,79.52259826660156,80.26349639892578,66.6803970336914,115.57939910888672,36.56460189819336,
AIM,2014-10-23,2014-10-01,2014,IPO,ADSS,ATLAS DEV & SUPPORT SERVICES LTD,New Company Placing,,Cayman Islands,8985.0,Equity Investment Instruments,Equity Investment Instruments,0.0,,60.975,Grant Thornton UK LLP,0.0,-,-,,,,,,,,,,,,,
UK Main Market,2014-10-22,2014-10-01,2014,IPO,CHOO,JIMMY CHOO PLC,New Company Placing,,United Kingdom,3765.0,Personal Goods,Footwear,140.0,,603.7814713295999,,141.2931436,-,-,,,,,,,,,,,,,
AIM,2014-10-20,2014-10-01,2014,IPO,FUL ,FULHAM SHORE PLC(THE),New Company Placing,,United Kingdom,5757.0,Travel & Leisure,Restaurants & Bars,6.0,,24.94,Allenby Capital Limited,1.605,-,-,,,,,,,,,,,,,
AIM,2014-10-10,2014-10-01,2014,IPO,GAMA,GAMMA COMMUNICATIONS LTD,New Company Placing,,United Kingdom,6575.0,Mobile Telecommunications,Mobile Telecommunications,187.0,,181.07,Investec Bank PLC,82.5855,-,-,195.0,212.0,195.0,186.33082580566406,443785.0,192.69337463378906,195.07928466796875,218.59791564941406,249.04705810546875,360.7361145019531,449.2550964355469,1115.2099609375,
AIM,2014-09-30,2014-09-01,2014,IPO,CROS,CROSSRIDER LTD,New Company Placing,,United Kingdom,5555.0,Media,Media Agencies,103.0,,154.4,Shore Capital & Corporate Ltd,45.9,-,-,,,,,,,,,,,,,
UK Main Market,2014-08-28,2014-08-01,2014,IPO,GNI ,GENERAL INDUSTRIES PLC,New Company Placing,,United Kingdom,4573.0,Pharmaceuticals & Biotechnology,Biotechnology,10.0,,1.57075,,0.9299999,-,-,,,,,,,,,,,,,
AIM,2014-08-27,2014-08-01,2014,IPO,MED ,MEDAPHOR GROUP PLC,New Company Placing,,United Kingdom,4535.0,Health Care Equipment & Services,Medical Equipment,50.0,,11.068365,Cenkos Securities Plc,4.6832,-,-,,,,,,,,,,,,,
UK Main Market,2014-08-22,2014-08-01,2014,IPO,AUCT,AUCTUS GROWTH PLC,New Company Placing,,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,50.0,,1.4518000000000002,,0.97,-,-,,,,,,,,,,,,,
AIM,2014-08-19,2014-08-01,2014,IPO,ATQT,ATTRAQT GROUP PLC,New Company Placing,,United Kingdom,9537.0,Software & Computer Services,Software,53.5,,11.03490679,Nplus1 Singer Advisory LLP,1.5335,-,-,,,,,,,,,,,,,
AIM,2014-08-05,2014-08-01,2014,IPO,FFX ,FAIRFX GROUP PLC,New Company Placing,,United Kingdom,8773.0,General Financial,Consumer Finance,45.0,,31.84279516,Cenkos Securities Plc,3.532,-,-,,,,,,,,,,,,,
AIM,2014-08-01,2014-08-01,2014,IPO,SAVP,SAVANNAH PETROLEUM PLC,New Company Placing,,United Kingdom,533.0,Oil & Gas Producers,Exploration & Production,56.0,,77.48893148,Strand Hanson Limited,29.288,-,-,,,,,,,,,,,,,
AIM,2014-08-01,2014-08-01,2014,IPO,PFIT,PRESSFIT HLDGS PLC,New Company Placing,,United Kingdom,1757.0,Industrial Metals,Steel,10.0,,5.0905399,Daniel Stewart & Company plc,10.181,-,-,,,,,,,,,,,,,
AIM,2014-08-01,2014-08-01,2014,IPO,GTS ,GTS CHEMICAL HLDGS PLC,New Company Placing,,United Kingdom,1357.0,Chemicals,Specialty Chemicals,38.5,,39.39052656,SP Angel Corporate Finance LLP,0.8905,-,-,,,,,,,,,,,,,
AIM,2014-07-28,2014-07-01,2014,IPO,ULS ,ULS TECHNOLOGY PLC,New Company Placing,,United Kingdom,5555.0,Media,Media Agencies,40.0,,28.157,Numis Securities Limited,4.6145,-,-,,,,,,,,,,,,,
AIM,2014-07-25,2014-07-01,2014,IPO,BCN ,BACANORA MINERALS LTD,New Company Placing,,Canada,1775.0,Mining,General Mining,33.0,,66.526,Cairn Financial Advisers LLP,4.75,-,-,,,,,,,,,,,,,
AIM,2014-07-24,2014-07-01,2014,IPO,EPWN,EPWIN GROUP PLC,New Company Placing,,United Kingdom,2353.0,Construction & Materials,Building Materials & Fixtures,100.0,,131.288,Zeus Capital Limited,10.0,-,-,105.0,105.0,96.0,66.64697265625,2752423.0,71.10152435302734,73.67144775390625,70.8401107788086,60.42243194580078,99.75025939941406,75.8686294555664,66.53732299804688,
AIM,2014-07-24,2014-07-01,2014,IPO,DJI ,DJI HLDGS PLC,New Company Placing,,United Kingdom,5752.0,Travel & Leisure,Gambling,100.0,,150.755,Canaccord Genuity Ltd,9.0,-,-,,,,,,,,,,,,,
UK Main Market,2014-07-23,2014-07-01,2014,IPO,SPI ,SPIRE HEALTHCARE GROUP PLC,New Company Placing,,United Kingdom,4533.0,Health Care Equipment & Services,Health Care Providers,210.0,,854.3033628300002,,315.0,-,-,,,,,,,,,,,,,
SFM,2014-07-23,2014-07-01,2014,IPO,BGLF,BLACKSTONE / GSO LOAN FINANCING LTD,New Company Placing,,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,1.0,,209.62211317965324,,206.524249438082,-,-,,,,,,,,,,,,,
AIM,2014-07-18,2014-07-01,2014,IPO,AMPH,AGGREGATED MICRO POWER HLDGS PLC,New Company Placing,,United Kingdom,7537.0, Electricity, Alternative Electricity,100.0,,26.722,finnCap Ltd,9.5,-,-,,,,,,,,,,,,,
UK Main Market,2014-07-15,2014-07-01,2014,IPO,SSPG,SSP GROUP PLC,New Company Placing,,United Kingdom,5337.0,Food & Drug Retailers,Food Retailers & Wholesalers,210.0,,1061.6248971900002,,467.1028719000001,-,-,,,,,,,,,,,,,
AIM,2014-07-15,2014-07-01,2014,IPO,ERGO,ERGOMED PLC,New Company Placing,,United Kingdom,4573.0,Pharmaceuticals & Biotechnology,Biotechnology,160.0,,46.719,Oriel Securities Limited,11.0,-,-,,,,,,,,,,,,,
UK Main Market,2014-07-14,2014-07-01,2014,IPO,SQN ,SQN ASSET FINANCE INCOME FUND LTD,New Company Placing,,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,154.50000000000003,,150.00000000000003,-,-,,,,,,,,,,,,,
AIM,2014-07-14,2014-07-01,2014,IPO,JSI ,JIASEN INTL HLDGS LTD,New Company Placing,,British Virgin Islands,3726.0,Household Goods,Furnishings,82.0,,102.8,Cairn Financial Advisers LLP,2.334,-,-,,,,,,,,,,,,,
International Main Market,2014-07-11,2014-07-01,2014,IPO,MTMY,MATOMY MEDIA GROUP LTD,New Company Placing,,Israel,5555.0,Media,Media Agencies,227.0,,213.36970692000003,,40.99166000000001,-,-,,,,,,,,,,,,,
