Date,Open,High,Low,Close,Adj Close,Volume
2018-09-27,98.000000,98.000000,98.000000,98.000000,97.530319,0
2018-09-28,98.000000,98.000000,98.000000,98.000000,97.530319,0
2018-10-01,100.504997,100.504997,100.504997,100.500000,100.018341,12500
2018-10-02,100.000000,100.000000,100.000000,99.000000,98.525528,20000
2018-10-03,99.000000,99.000000,99.000000,99.000000,98.525528,311003
2018-10-04,99.000000,99.000000,99.000000,99.000000,98.525528,0
2018-10-05,99.000000,99.000000,99.000000,99.000000,98.525528,0
2018-10-08,99.000000,99.000000,99.000000,99.000000,98.525528,1635
2018-10-09,98.000000,98.000000,98.000000,98.500000,98.027924,40000
2018-10-10,98.500000,98.500000,98.500000,98.500000,98.027924,0
2018-10-11,98.500000,98.500000,98.500000,98.500000,98.027924,0
2018-10-12,98.500000,98.500000,98.500000,98.500000,98.027924,0
2018-10-15,100.000000,100.000000,100.000000,100.000000,99.520737,102
2018-10-16,98.500000,98.500000,98.500000,98.500000,98.027924,0
2018-10-17,98.500000,98.500000,98.500000,98.500000,98.027924,0
2018-10-18,98.500000,98.500000,98.500000,98.500000,98.027924,0
2018-10-19,98.500000,98.500000,98.500000,98.500000,98.027924,0
2018-10-22,98.500000,98.500000,98.500000,98.500000,98.027924,0
2018-10-23,98.500000,98.500000,98.500000,98.500000,98.027924,0
2018-10-24,98.250000,98.250000,98.250000,98.250000,97.779121,0
2018-10-25,97.250000,97.250000,97.250000,97.250000,96.783920,0
2018-10-26,99.000000,99.000000,99.000000,99.000000,98.525528,0
2018-10-29,98.500000,98.500000,98.500000,98.500000,98.027924,0
2018-10-30,98.500000,98.500000,98.500000,98.500000,98.027924,0
2018-10-31,98.500000,98.500000,98.500000,98.500000,98.027924,0
2018-11-01,98.500000,98.500000,98.500000,98.500000,98.027924,0
2018-11-02,98.500000,98.500000,98.500000,98.500000,98.027924,0
2018-11-05,97.000000,97.000000,97.000000,97.000000,96.535118,61
2018-11-06,97.000000,97.000000,97.000000,97.000000,96.535118,1294370
2018-11-07,97.000000,97.000000,97.000000,97.000000,96.535118,1
2018-11-08,97.000000,97.000000,97.000000,97.000000,96.535118,2
2018-11-09,99.000000,99.000000,99.000000,99.000000,98.525528,0
2018-11-12,99.000000,99.000000,99.000000,99.000000,98.525528,0
2018-11-13,99.500000,99.500000,99.500000,99.500000,99.023132,0
2018-11-14,99.500000,99.500000,99.500000,99.500000,99.023132,0
2018-11-15,99.500000,99.500000,99.500000,99.500000,99.023132,0
2018-11-16,100.500000,100.500000,100.500000,100.500000,100.018341,0
2018-11-19,100.489998,100.489998,100.489998,100.489998,100.008385,0
2018-11-20,100.489998,100.489998,100.489998,100.489998,100.008385,0
2018-11-21,99.000000,99.000000,99.000000,99.000000,98.525528,3
2018-11-22,99.000000,99.000000,99.000000,99.000000,98.525528,3
2018-11-23,100.500000,100.500000,100.500000,100.500000,100.018341,0
2018-11-26,99.000000,99.000000,99.000000,100.500000,100.018341,58758
