Date,Open,High,Low,Close,Adj Close,Volume
2020-10-19,12.400000,12.400000,11.700000,12.050000,12.050000,92823
2020-10-20,12.398000,12.404000,12.250000,12.300000,12.300000,257245
2020-10-21,12.388000,12.402000,12.300000,12.400000,12.400000,71269
2020-10-22,12.348000,12.350000,12.270000,12.348000,12.348000,170599
2020-10-23,12.350000,12.350000,12.300000,12.300000,12.300000,17735
2020-10-26,12.100000,12.300000,12.100000,12.150000,12.150000,120390
2020-10-27,12.252000,12.348000,12.248770,12.250000,12.250000,957
2020-10-28,12.398000,12.398000,12.304000,12.306000,12.306000,3721
2020-10-29,12.320000,12.320000,12.166900,12.168000,12.168000,584
2020-10-30,12.400000,12.500000,12.400000,12.450000,12.450000,75178
2020-11-02,12.450000,12.600000,12.450000,12.500000,12.500000,52112
2020-11-03,12.450000,12.500000,12.400000,12.450000,12.450000,26267
2020-11-04,12.500000,12.500000,12.450000,12.450000,12.450000,29469
2020-11-05,12.550000,12.700000,12.550000,12.600000,12.600000,219350
2020-11-06,12.800000,12.800000,12.750000,12.750000,12.750000,2146
2020-11-09,12.800000,13.000000,12.800000,12.900000,12.900000,161635
2020-11-10,12.900000,13.000000,12.900000,12.950000,12.950000,160072
2020-11-11,12.950000,12.950000,12.900000,12.900000,12.900000,6134
2020-11-12,12.800000,12.950000,12.800000,12.950000,12.950000,16091
2020-11-13,12.950000,12.950000,12.950000,12.950000,12.950000,0
2020-11-16,12.400000,12.950000,12.400000,12.950000,12.950000,9150
2020-11-17,12.950000,12.950000,12.937050,12.950000,12.950000,35129
2020-11-18,12.950000,12.950000,12.937040,12.950000,12.950000,48630
2020-11-19,12.950000,12.950000,12.937050,12.950000,12.950000,40000
2020-11-20,12.950000,12.950000,12.937050,12.950000,12.950000,10000
2020-11-23,12.950000,12.950000,12.950000,12.950000,12.950000,0
2020-11-24,12.950000,12.950000,12.950000,12.950000,12.950000,0
2020-11-25,12.950000,12.950000,12.950000,12.950000,12.950000,0
2020-11-27,13.600000,13.600000,13.586400,13.600000,13.600000,80000
2020-11-30,13.600000,13.600000,13.600000,13.600000,13.600000,0
2020-12-01,13.600000,13.600000,13.600000,13.600000,13.600000,0
2020-12-02,13.600000,13.600000,13.600000,13.600000,13.600000,0
2020-12-03,13.600000,13.600000,13.600000,13.600000,13.600000,0
2020-12-04,13.500000,13.500000,13.120000,13.120000,13.120000,2
2020-12-07,13.120000,13.120000,13.120000,13.120000,13.120000,0
