Market,Date,Month,Year,LSE IPO,TIDM,Company,Issue type,Transfer,Country of Inc.,FTSE Industry,FTSE Sector,FTSE Subsector,Issue Price,Currency,Market Cap - Opening Price (Â£m),Nominated Advisor (AIM only),Money Raised - New (Â£m),Money Raised - Existing (Â£m),TOTAL RAISED (Â£m),Initial Trading Open,Initial Trading High,Initial Trading Low,Adj Close Day 1,Volume Initial Trading Day,Adj Close Day 7,Adj Close Day 30,Adj Close Day 90,Adj Close Day 180,Adj Close Day 365,Adj Close Day 730,Adj Close Day 1825,Adj Close Day 3650
UK Main Market,10/07/2015,01/07/2015,2015,IPO,KNOS,KAINOS GROUP LTD,New Company Placing,,United Kingdom,9537,Software & Computer Services,Software,139,,205.2426257,,0,-,-,167,177,165,151.1717682,6060058,166.8102264,181.1454926,189.3990784,216.3694611,130.828064,254.5927582,735.8170166,
SFM,07/07/2015,01/07/2015,2015,IPO,UKML,UK MORTGAGES LTD,New Company Placing,,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,100,,259.0625,,250,-,-,,,,,,,,,,,,,
AIM,03/07/2015,01/07/2015,2015,IPO,KCR ,K&C REIT PLC,New Company Placing,,United Kingdom,8673, Real Estate Investment Trusts, Residential REITs,10,,4.43329,Allenby Capital Limited,3.5663,-,-,,,,,,,,,,,,,
UK Main Market,01/07/2015,01/07/2015,2015,IPO,SOPH,SOPHOS GROUP PLC,New Company Placing,,United Kingdom,9537,Software & Computer Services,Software,225,,1089,,79.52665725,-,-,,,,,,,,,,,,,
AIM,01/07/2015,01/07/2015,2015,IPO,ORCH,ORCHARD FUNDING GROUP PLC,New Company Placing,,United Kingdom,8775,General Financial,Specialty Finance,96,,20.71354,Panmure Gordon (UK) Limited,10,-,-,103,103,96,72.99679565,109233,72.99679565,76.38323975,75.25442505,86.91886902,80.8412323,72.11047363,66.32355499,
AIM,01/07/2015,01/07/2015,2015,IPO,MYSQ,MYSQUAR LTD,New Company Placing,,British Virgin Islands,9537,Software & Computer Services,Software,10,,18.23081,SP Angel Corporate Finance LLP,1.6777,-,-,0.01472,0.015,0.015,0.014,3262387,0.0135,0.01675,0.01275,0.0029,,,,
UK Main Market,24/06/2015,01/06/2015,2015,IPO,PRTC,PURETECH HEALTH PLC,New Company Placing,,United Kingdom,8775,General Financial,Specialty Finance,160,,409.0464144,,108.1593936,-,-,170,178,170,178,2844356,174.5,157,149,170,142,115,259.5,
AIM,19/06/2015,01/06/2015,2015,IPO,APGN,APPLEGREEN PLC,New Company Placing,,Republic of Ireland,5379,General Retailers,Specialty Retailers,277,,236.2188037,Shore Capital & Corporate Limi,51.0263,-,-,,,,,,,,,,,,,
International Main Market,15/06/2015,01/06/2015,2015,IPO,CRN ,CAIRN HOMES PLC,New Company Placing,,Republic of Ireland,3728,Household Goods,Home Construction,1,,353.3861659,,305.7152938,-,-,,,,,,,,,,,,,
UK Main Market,15/06/2015,01/06/2015,2015,IPO,APAX,APAX GLOBAL ALPHA LTD,New Company Placing,,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,119.2,,612.6482081,,218.1809324,-,-,120,124.8700027,120,79.46588898,5485703,79.38625336,78.51039124,76.99751282,75.00688171,77.86917877,101.8330154,113.3841553,
UK Main Market,12/06/2015,01/06/2015,2015,IPO,PU11,PUMA VCT 11 PLC,New Company Placing,,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,100,,36.23296485,,30.511669,-,-,,,,,,,,,,,,,
AIM,11/06/2015,01/06/2015,2015,IPO,ADGO,ADGORITHMS LTD,New Company Placing,,Israel,5555,Media,Media Agencies,133,,85.76140567,Liberum Capital Limited,22,-,-,,,,,,,,,,,,,
AIM,08/06/2015,01/06/2015,2015,IPO,GTLY,GATELEY HLDGS PLC,New Company Placing,,United Kingdom,2791,Support Services,Business Support Services,95,,104.2214174,Cantor Fitzgerald Europe,5.0104,-,-,109.75,115,96,73.61203003,904368,75.47092438,73.61203003,73.61203003,77.3298111,81.81663513,154.079422,123.6646194,
AIM,04/06/2015,01/06/2015,2015,IPO,FISH,FISHING REPUBLIC PLC,New Company Placing,,United Kingdom,3745,Leisure Goods,Recreational Products,15,,4.0375,Northland Capital Partners Lim,1.5,-,-,0.076499999,0.079499997,0.079499997,0.079499997,71331,0.077500001,0.102499999,0.067500003,0.052499998,,,,
AIM,03/06/2015,01/06/2015,2015,IPO,G4M ,GEAR 4 MUSIC (HLDGS) LTD,New Company Placing,,United Kingdom,3745,Leisure Goods,Recreational Products,139,,28.82356477,Panmure Gordon (UK) Limited,9.974,-,-,,,,,,,,,,,,,
UK Main Market,29/05/2015,01/05/2015,2015,IPO,DRIP,DRUM INCOME PLUS REIT PLC,New Company Placing,,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,100,,31.864,,31.864,-,-,,,,,,,,,,,,,
AIM,26/05/2015,01/05/2015,2015,IPO,EHG ,ELEGANT HOTELS GROUP PLC,New Company Placing,,United Kingdom,5753,Travel & Leisure,Hotels,100,,0,Zeus Capital Limited,32.2,-,-,,,,,,,,,,,,,
AIM,19/05/2015,01/05/2015,2015,IPO,STR ,STRIDE GAMING PLC,New Company Placing,,United Kingdom,5752,Travel & Leisure,Gambling,132,,86.01,Cantor Fitzgerald Europe,11.2,-,-,,,,,,,,,,,,,
SFM,13/05/2015,01/05/2015,2015,IPO,AA4 ,AMEDEO AIR FOUR PLUS LTD,New Company Placing,,United Kingdom,8995,Nonequity Investment Instruments,Nonequity Investment Instruments,100,,209.07,,202,-,-,,,,,,,,,,,,,
UK Main Market,12/05/2015,01/05/2015,2015,IPO,AEWU,AEW UK REIT PLC,New Company Placing,,United Kingdom,8674, Real Estate Investment Trusts, Diversified REITs,1,,101.25375,,100.499999,-,-,100,101.7399979,100,54.24863052,637128,54.71977997,55.05629349,55.4601326,54.45054245,55.41585922,61.7363739,52.18942261,
AIM,12/05/2015,01/05/2015,2015,IPO,SAT ,SATELLITE SOLUTIONS WORLDWIDE GROUP,New Company Placing,,United Kingdom,8995,Nonequity Investment Instruments,Nonequity Investment Instruments,4.5,,15.02,Strand Hanson Limited,2.25,-,-,,,,,,,,,,,,,
UK Main Market,11/05/2015,01/05/2015,2015,IPO,IDHC,INTEGRATED DIAGNOSTICS HLDGS PLC,New Company Placing,,United Kingdom,4533,Health Care Equipment & Services,Health Care Providers,4.45,,589.878,,0,-,-,1.262500048,1.399999976,1.112499952,1.12688458,94270600,1.207376242,1.23756063,1.297929525,1.136946082,0.957877636,0.63077265,0.742255986,
SFM,08/05/2015,01/05/2015,2015,IPO,TORO,TORO LTD,New Company Placing,,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,1,,247.0001153,,242.1569758,-,-,0.980000019,0.980000019,0.980000019,0.404205501,0,0.418641418,0.418641418,0.418641418,0.40214327,0.332026035,0.371591419,0.287072361,
AIM,07/05/2015,01/05/2015,2015,IPO,VSN ,VERSEON CORP,New Company Placing,,USA,4577,Pharmaceuticals & Biotechnology,Pharmaceuticals,202,,321.19,Cenkos Securities Limited,65.789,-,-,,,,,,,,,,,,,
AIM,07/05/2015,01/05/2015,2015,IPO,MAYA,MAYAIR GROUP PLC,New Company Placing,,United Kingdom,2757,Industrial Engineering,Industrial Machinery,1.3,,55.85,Allenby Capital Limited,16.218,-,-,,,,,,,,,,,,,
AIM,07/05/2015,01/05/2015,2015,IPO,CBP ,CURTIS BANKS GROUP LTD,New Company Placing,,United Kingdom,8775,General Financial,Specialty Finance,190,,92.4,Peel Hunt LLP,7.5,-,-,,,,,,,,,,,,,
International Main Market,05/05/2015,01/05/2015,2015,IPO,IL0A,PERMANENT TSB GROUP HLDGS PLC,New Company Placing,,Republic of Ireland,8575,Life Insurance,Life Insurance,4.5,,1528.38491,,287.5973588,-,-,4.611000061,4.611000061,4.611000061,4.611000061,37953,4.940000057,3.957999945,4.531000137,4.381000042,6.563000202,7.349999905,9.743000031,3.119999886
UK Main Market,01/05/2015,01/05/2015,2015,IPO,RDL ,RANGER DIRECT LENDING FUND PLC,New Company Placing,,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,10,,140.4,,135,-,-,,,,,,,,,,,,,
UK Main Market,30/04/2015,01/04/2015,2015,IPO,MINI,MITON UK MICROCAP TRUST PLC,New Company Placing,,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,50,,51.5,,50,-,-,49,49,49,47.71909714,0,50.15375137,50.15375137,53.07532501,53.56225967,55.2665062,57.8501091,28.63127136,
UK Main Market,27/04/2015,01/04/2015,2015,IPO,OPRA,OPERA INVESTMENTS PLC,New Company Placing,,United Kingdom,8995,Nonequity Investment Instruments,Nonequity Investment Instruments,10,,1.9190625,,1.2,-,-,,,,,,,,,,,,,
UK Main Market,21/04/2015,01/04/2015,2015,IPO,WPCT,WOODFORD PATIENT CAPITAL TRUST PLC,New Company Placing,,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,100,,816,,800,-,-,,,,,,,,,,,,,
UK Main Market,08/04/2015,01/04/2015,2015,IPO,SHAW,SHAWBROOK GROUP PLC,New Company Placing,,United Kingdom,8355,Banks,Banks,290,,770,,90.0000007,-,-,,,,,,,,,,,,,
AIM,02/04/2015,01/04/2015,2015,IPO,MMH ,MARSHALL MOTOR HLDGS PLC,New Company Placing,,United Kingdom,5379,General Retailers,Specialty Retailers,149,,124.74,Investec Bank (UK) Limited,40,-,-,,,,,,,,,,,,,
AIM,02/04/2015,01/04/2015,2015,IPO,MTFB,MOTIF BIO PLC,New Company Placing,,United Kingdom,4573,Pharmaceuticals & Biotechnology,Biotechnology,20,,19.27,Cairn Financial Advisers LLP,2.8372,-,-,,,,,,,,,,,,,
International Main Market,02/04/2015,01/04/2015,2015,IPO,66XD,EDITA FOOD INDUSTRIES SAE,International Offering (GDR),,Egypt,3577,Food Producers,Food Products,,,0,,0,-,-,,,,,,,,,,,,,
UK Main Market,01/04/2015,01/04/2015,2015,IPO,SNN ,SANNE GROUP PLC,New Company Placing,,United Kingdom,8771,General Financial,Asset Managers,200,,259.26,,28,-,-,,,,,,,,,,,,,
AIM,27/03/2015,01/03/2015,2015,IPO,REDX,REDX PHARMA LTD,New Company Placing,,United Kingdom,4573,Pharmaceuticals & Biotechnology,Biotechnology,85,,56.21,Shore Capital & Corporate Limited,15,-,-,86.45570374,87.95490265,84.95649719,86.45570374,676232,84.95649719,83.95700073,110.9431,101.447998,38.97999954,32.98310089,14.24269962,
UK Main Market,25/03/2015,01/03/2015,2015,IPO,HNR ,HIGHLANDS NATURAL RESOURCES PLC,New Company Placing,,United Kingdom,8995,Nonequity Investment Instruments,Nonequity Investment Instruments,5,,2.55,,0.95,-,-,,,,,,,,,,,,,
UK Main Market,24/03/2015,01/03/2015,2015,IPO,AUTO,AUTO TRADER GROUP PLC,New Company Placing,,United Kingdom,5377,General Retailers,Specialized Consumer Services,235,,2650,,460.3490036,-,-,261,273.75,235,235.5045013,238772753,239.8742218,250.9134521,275.7518311,299.1642761,346.2976379,359.5321655,398.2854309,
UK Main Market,23/03/2015,01/03/2015,2015,IPO,LAKE,LAKEHOUSE PLC,New Company Placing,,United Kingdom,2791,Support Services,Business Support Services,91,,141.38,,30.67415806,-,-,,,,,,,,,,,,,
AIM,19/03/2015,01/03/2015,2015,IPO,ZEG ,ZEGONA COMMUNICATIONS PLC,New Company Placing,,United Kingdom,8995,Nonequity Investment Instruments,Nonequity Investment Instruments,120,,35.88,Cenkos Securities Limited,29.974,-,-,,,,,,,,,,,,,
UK Main Market,18/03/2015,01/03/2015,2015,IPO,RBG ,REVOLUTION BARS GROUP PLC,New Company Placing,,United Kingdom,5757,Travel & Leisure,Restaurants & Bars,200,,95.5,,0,-,-,,,,,,,,,,,,,
UK Main Market,17/03/2015,01/03/2015,2015,IPO,VSL ,VPC SPECIALTY LENDING INVSTMNTS PLC,New Company Placing,,United Kingdom,8773,General Financial,Consumer Finance,1,,194,,200,-,-,,,,,,,,,,,,,
AIM,16/03/2015,01/03/2015,2015,IPO,TECH,TECHFINANCIALS INC,New Company Placing,,British Virgin Islands,9537,Software & Computer Services,Software,27,,18.41,Grant Thornton UK LLP,3.0523,-,-,,,,,,,,,,,,,
UK Main Market,13/03/2015,01/03/2015,2015,IPO,ALD ,ALDERMORE GROUP PLC,New Company Placing,,United Kingdom,8355,Banks,Banks,192,,769.671875,,75,-,-,,,,,,,,,,,,,
UK Main Market,11/03/2015,01/03/2015,2015,IPO,DFS ,DFS FURNITURE LTD,New Company Placing,,United Kingdom,5375,General Retailers,Home Improvement Retailers,255,,549.6189506,,97.9800015,-,-,,,,,,,,,,,,,
AIM,10/03/2015,01/03/2015,2015,IPO,GATE,GATE VENTURES PLC,New Company Placing,,United Kingdom,8995,Nonequity Investment Instruments,Nonequity Investment Instruments,10,,4.86,Beaumont Cornish Limited,3.242,-,-,,,,,,,,,,,,,
UK Main Market,09/03/2015,01/03/2015,2015,IPO,ECEL,EUROCELL PLC,New Company Placing,,United Kingdom,2353,Construction & Materials,Building Materials & Fixtures,175,,190.5,,0,-,-,,,,,,,,,,,,,
AIM,06/03/2015,01/03/2015,2015,IPO,BILB,BILBY PLC,New Company Placing,,United Kingdom,2791,Support Services,Business Support Services,58,,18.32,Charles Stanley Securities,2.5,-,-,,,,,,,,,,,,,
UK Main Market,03/03/2015,01/03/2015,2015,IPO,SEQI,SEQUOIA ECONOMIC INFRAST INC FD LTD,New Company Placing,,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,100,,156.75,,149.999999,-,-,,,,,,,,,,,,,
UK Main Market,02/03/2015,01/03/2015,2015,IPO,WIZZ,WIZZ AIR HLDGS PLC,New Company Placing,,United Kingdom,5751,Travel & Leisure,Airlines,11.5,,687.2665373,,110.15643,-,-,1200,1284,1150,1250,14873750,1300,1345,1450,1767,1813,1653,3908,
UK Main Market,19/02/2015,01/02/2015,2015,IPO,NSF ,NON-STANDARD FINANCE LTD,New Company Placing,,United Kingdom,8995,Nonequity Investment Instruments,Nonequity Investment Instruments,100,,105.243695,,102.283168,-,-,,,,,,,,,,,,,
UK Main Market,19/02/2015,01/02/2015,2015,IPO,GVP ,GABELLI VALUE PLUS + TRUST PLC,New Company Placing,,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,100,,103.104031,,100.101001,-,-,,,,,,,,,,,,,
UK Main Market,19/02/2015,01/02/2015,2015,IPO,CHAL,CHALLENGER ACQUISITIONS LTD,New Company Placing,,United Kingdom,8995,Nonequity Investment Instruments,Nonequity Investment Instruments,10,,1.430013,,0.7,-,-,,,,,,,,,,,,,
UK Main Market,18/02/2015,01/02/2015,2015,IPO,CBM ,CLEANTECH BUILDING MATERIALS PLC,New Company Placing,,United Kingdom,8995,Nonequity Investment Instruments,Nonequity Investment Instruments,1,,0.971875,,0.7775,-,-,,,,,,,,,,,,,
UK Main Market,17/02/2015,01/02/2015,2015,IPO,JLG ,JOHN LAING GROUP PLC,New Company Placing,,United Kingdom,8775,General Financial,Specialty Finance,195,,715.4999982,,130.0000007,-,-,,,,,,,,,,,,,
AIM,12/02/2015,01/02/2015,2015,IPO,IRR ,IRONRIDGE RESOURCES LTD,New Company Placing,,Australia,1757,Industrial Metals,Steel,10,,25.43581182,SP Angel Corporate Finance LLP,9.6538,-,-,,,,,,,,,,,,,
AIM,11/02/2015,01/02/2015,2015,IPO,PTSG,PREMIER TECHNICAL SERVICES GRP LTD,New Company Placing,,United Kingdom,2791,Support Services,Business Support Services,52,,49.01837396,Nplus1 Singer Advisory LLP,5,-,-,,,,,,,,,,,,,
UK Main Market,09/02/2015,01/02/2015,2015,IPO,HSS ,HSS HIRE GRP PLC,New Company Placing,,United Kingdom,2791,Support Services,Business Support Services,210,,306.4285699,,102.9999999,-,-,,,,,,,,,,,,,
AIM,03/02/2015,01/02/2015,2015,IPO,AFG ,AQUATIC FOODS GROUP PLC,New Company Placing,,United Kingdom,3577,Food Producers,Food Products,70,,69.06790941,SP Angel Corporate Finance LLP,9.2583,-,-,,,,,,,,,,,,,
International Main Market,28/01/2015,01/01/2015,2015,IPO,VCBC,VERTU CAPITAL LTD,New Company Placing,,Cayman Islands,8995,Nonequity Investment Instruments,Nonequity Investment Instruments,1,,1.1,,0.8,-,-,,,,,,,,,,,,,
UK Main Market,28/01/2015,01/01/2015,2015,IPO,SCS ,SCS GROUP PLC,New Company Placing,,United Kingdom,5375,General Retailers,Home Improvement Retailers,175,,76,,0,-,-,,,,,,,,,,,,,
AIM,27/01/2015,01/01/2015,2015,IPO,GIPO,GRAND GROUP INVESTMENT PLC,New Company Placing,,Cayman Islands,8775,General Financial,Specialty Finance,80,,28.01,ZAI Corporate Finance Limited,7.1621,-,-,,,,,,,,,,,,,
AIM,23/12/2014,01/12/2014,2014,IPO,MRR ,MILL RESIDENTIAL REIT PLC,New Company Placing,,United Kingdom,8673, Real Estate Investment Trusts, Residential REITs,100,,3.9,Sanlam Securities UK Limited,2.487,-,-,,,,,,,,,,,,,
AIM,22/12/2014,01/12/2014,2014,IPO,MKT ,MARKET TECH HLDG LTD,New Company Placing,,United Kingdom,8633, Real Estate Investment & Services, Real Estate Holding & Development,200,,843.75,Jefferies International Limite,100,-,-,,,,,,,,,,,,,
UK Main Market,22/12/2014,01/12/2014,2014,IPO,MITH,MITHRIL CAPITAL PLC,New Company Placing,,United Kingdom,8777,General Financial,Investment Services,3.6,,7.374375,,3.843,-,-,,,,,,,,,,,,,
AIM,22/12/2014,01/12/2014,2014,IPO,GFIN,GFINITY PLC,New Company Placing,,United Kingdom,5553,Media,Broadcasting & Entertainment,17,,20.82,Arden Partners plc,3.5,-,-,23,27,20,26.75,1875162,26.5,19.625,25.625,21.625,19.5,13.625,3.299999952,
UK Main Market,19/12/2014,01/12/2014,2014,IPO,CLEE,CLEEVE CAPITAL PLC,New Company Placing,,United Kingdom,8995,Nonequity Investment Instruments,Nonequity Investment Instruments,3.6,,7.407916648,,3.881999988,-,-,,,,,,,,,,,,,
AIM,18/12/2014,01/12/2014,2014,IPO,MERC,MERCIA TECHNOLOGIES PLC,New Company Placing,,United Kingdom,8775,General Financial,Specialty Finance,50,,116.6,Cenkos Securities Plc,70,-,-,53.59999847,59,51,52.38547516,1735078,57.14778519,68.10110474,56.67155457,53.33793259,39.28910828,48.57562256,23.9068222,
AIM,11/12/2014,01/12/2014,2014,IPO,QP. ,QUANTUM PHARMA PLC,New Company Placing,,United Kingdom,4577,Pharmaceuticals & Biotechnology,Pharmaceuticals,100,,121.87,Zeus Capital Limited,76.485,-,-,,,,,,,,,,,,,
AIM,11/12/2014,01/12/2014,2014,IPO,MRS ,MANAGEMENT RESOURCE SOLUTIONS PLC,New Company Placing,,United Kingdom,2791,Support Services,Business Support Services,30,,9.68,Northland Capital Partners Limited,0.725,-,-,,,,,,,,,,,,,
AIM,11/12/2014,01/12/2014,2014,IPO,TUNE,FOCUSRITE PLC,New Company Placing,,United Kingdom,3743,Leisure Goods,Consumer Electronics,,,79.27,Panmure Gordon (UK) Limited,0,-,-,135,139,134,128.6826019,38068,131.9821625,136.2244415,149.8940125,158.4715118,163.2020111,220.0747223,586.47052,
AIM,08/12/2014,01/12/2014,2014,IPO,MTPH,MIDATECH PHARMA PLC,New Company Placing,,United Kingdom,4573,Pharmaceuticals & Biotechnology,Biotechnology,267,,76.71,Panmure Gordon (UK) Limited,32,-,-,112322.7969,112322.7969,108775.7578,108775.7578,95,104834.6094,118234.5234,122175.6719,120205.0938,104440.4922,46702.63672,960,
AIM,08/12/2014,01/12/2014,2014,IPO,CHT ,CONSTELLATION HEALTHCARE TECHNO INC,New Company Placing,,USA,4533,Health Care Equipment & Services,Health Care Providers,135,,77.86,finnCap Ltd,9.623,-,-,,,,,,,,,,,,,
AIM,04/12/2014,01/12/2014,2014,IPO,TPOP,PEOPLES OPERATOR PLC(THE),New Company Placing,,United Kingdom,6575,Mobile Telecommunications,Mobile Telecommunications,130,,105.24,finnCap Ltd,20,-,-,0.560000002,0.560000002,0.400000006,0.460000008,29865,0.460000008,0.360000014,0.100000001,0.100000001,,,,
AIM,04/12/2014,01/12/2014,2014,IPO,PCGE,PCG ENTERTAINMENT PLC,New Company Placing,,Gibraltar,5752,Travel & Leisure,Gambling,6,,68.28,Sanlam Securities UK Limited,3.41,-,-,,,,,,,,,,,,,
UK Main Market,02/12/2014,01/12/2014,2014,IPO,RMMC,RIVER AND MERCANTL UK MICRO CAP INV,New Company Placing,,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,100,,51.40281045,,50.643163,-,-,136.0200043,136.0200043,136.0200043,136.0200043,0,104,104.5,107,105.875,121,125.5,156.5,
AIM,02/12/2014,01/12/2014,2014,IPO,CHOC,UNITED CACAO LTD SEZC,New Company Placing,,Cayman Islands,3573,Food Producers,Farming & Fishing,128,,25.62,Strand Hanson Limited,6.4,-,-,,,,,,,,,,,,,
UK Main Market,18/11/2014,01/11/2014,2014,IPO,VM. ,VIRGIN MONEY HLDGS (UK) PLC,New Company Placing,,United Kingdom,8355,Banks,Banks,283,,1246.418416,,150.0000012,-,-,,,,,,,,,,,,,
AIM,17/11/2014,01/11/2014,2014,IPO,AERO,STRAT AERO PLC,New Company Placing,,United Kingdom,2791,Support Services,Business Support Services,8,,10.390739,SP Angel Corporate Finance LLP,0.65,-,-,,,,,,,,,,,,,
AIM,14/11/2014,01/11/2014,2014,IPO,MAB1,MORTGAGE ADVICE BUREAU (HLDGS) LTD,New Company Placing,,United Kingdom,8779,General Financial,Mortgage Finance,160,,82.583196,Canaccord Genuity Ltd,36.344,-,-,165,167,160,117.9921417,246098,127.210289,129.7913513,130.16008,159.2894135,253.1170502,256.9908142,562.9651489,
AIM,10/11/2014,01/11/2014,2014,IPO,HAV ,HAVERSHAM HLDGS PLC,New Company Placing,,United Kingdom,8775,General Financial,Specialty Finance,120,,32.3,Cenkos Securities Limited,30,-,-,,,,,,,,,,,,,
AIM,07/11/2014,01/11/2014,2014,IPO,FEVR,FEVERTREE DRINKS PLC,New Company Placing,,United Kingdom,3537,Beverages,Soft Drinks,134,,190.15,Investec Bank (UK) Limited,93.3292,-,-,170,174.5,162,150.5110931,12379450,151.4232635,165.1060791,187.9107666,252.711319,484.8046875,994.8520508,1666.699341,
AIM,03/11/2014,01/11/2014,2014,IPO,NKTN,NEKTAN PLC,New Company Placing,,Gibraltar,5752,Travel & Leisure,Gambling,236,,50.1,Panmure Gordon (UK) Limited,3.634,-,-,,,,,,,,,,,,,
AIM,30/10/2014,01/10/2014,2014,IPO,ENTU,ENTU (UK) LTD,New Company Placing,,United Kingdom,5375,General Retailers,Home Improvement Retailers,100,,67.9,Grant Thornton UK LLP,32.8,-,-,,,,,,,,,,,,,
UK Main Market,28/10/2014,01/10/2014,2014,IPO,EPIC,EDISTON PPTY INV CO PLC,New Company Placing,,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,100,,96.9,,95,-,-,100,100,100,60.13742447,0,61.34018326,61.34018326,61.94155502,66.11021423,68.74764252,68.56069946,66.26605225,
AIM,23/10/2014,01/10/2014,2014,IPO,C4XD,C4X DISCOVERY HLDG PLC,New Company Placing,,United Kingdom,4573,Pharmaceuticals & Biotechnology,Biotechnology,100,,32.07,Zeus Capital Limited,11,-,-,103.0730972,103.7250977,101.7493973,102.2433014,69247,98.78579712,97.79799652,79.52259827,80.2634964,66.68039703,115.5793991,36.5646019,
AIM,23/10/2014,01/10/2014,2014,IPO,ADSS,ATLAS DEV & SUPPORT SERVICES LTD,New Company Placing,,Cayman Islands,8985,Equity Investment Instruments,Equity Investment Instruments,0,,60.975,Grant Thornton UK LLP,0,-,-,,,,,,,,,,,,,
UK Main Market,22/10/2014,01/10/2014,2014,IPO,CHOO,JIMMY CHOO PLC,New Company Placing,,United Kingdom,3765,Personal Goods,Footwear,140,,603.7814713,,141.2931436,-,-,,,,,,,,,,,,,
AIM,20/10/2014,01/10/2014,2014,IPO,FUL ,FULHAM SHORE PLC(THE),New Company Placing,,United Kingdom,5757,Travel & Leisure,Restaurants & Bars,6,,24.94,Allenby Capital Limited,1.605,-,-,,,,,,,,,,,,,
AIM,10/10/2014,01/10/2014,2014,IPO,GAMA,GAMMA COMMUNICATIONS LTD,New Company Placing,,United Kingdom,6575,Mobile Telecommunications,Mobile Telecommunications,187,,181.07,Investec Bank PLC,82.5855,-,-,195,212,195,186.3308258,443785,192.6933746,195.0792847,218.5979156,249.0470581,360.7361145,449.2550964,1115.209961,
AIM,30/09/2014,01/09/2014,2014,IPO,CROS,CROSSRIDER LTD,New Company Placing,,United Kingdom,5555,Media,Media Agencies,103,,154.4,Shore Capital & Corporate Ltd,45.9,-,-,,,,,,,,,,,,,
UK Main Market,28/08/2014,01/08/2014,2014,IPO,GNI ,GENERAL INDUSTRIES PLC,New Company Placing,,United Kingdom,4573,Pharmaceuticals & Biotechnology,Biotechnology,10,,1.57075,,0.9299999,-,-,,,,,,,,,,,,,
AIM,27/08/2014,01/08/2014,2014,IPO,MED ,MEDAPHOR GROUP PLC,New Company Placing,,United Kingdom,4535,Health Care Equipment & Services,Medical Equipment,50,,11.068365,Cenkos Securities Plc,4.6832,-,-,,,,,,,,,,,,,
UK Main Market,22/08/2014,01/08/2014,2014,IPO,AUCT,AUCTUS GROWTH PLC,New Company Placing,,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,50,,1.4518,,0.97,-,-,,,,,,,,,,,,,
AIM,19/08/2014,01/08/2014,2014,IPO,ATQT,ATTRAQT GROUP PLC,New Company Placing,,United Kingdom,9537,Software & Computer Services,Software,53.5,,11.03490679,Nplus1 Singer Advisory LLP,1.5335,-,-,,,,,,,,,,,,,
AIM,05/08/2014,01/08/2014,2014,IPO,FFX ,FAIRFX GROUP PLC,New Company Placing,,United Kingdom,8773,General Financial,Consumer Finance,45,,31.84279516,Cenkos Securities Plc,3.532,-,-,,,,,,,,,,,,,
AIM,01/08/2014,01/08/2014,2014,IPO,SAVP,SAVANNAH PETROLEUM PLC,New Company Placing,,United Kingdom,533,Oil & Gas Producers,Exploration & Production,56,,77.48893148,Strand Hanson Limited,29.288,-,-,,,,,,,,,,,,,
AIM,01/08/2014,01/08/2014,2014,IPO,PFIT,PRESSFIT HLDGS PLC,New Company Placing,,United Kingdom,1757,Industrial Metals,Steel,10,,5.0905399,Daniel Stewart & Company plc,10.181,-,-,,,,,,,,,,,,,
AIM,01/08/2014,01/08/2014,2014,IPO,GTS ,GTS CHEMICAL HLDGS PLC,New Company Placing,,United Kingdom,1357,Chemicals,Specialty Chemicals,38.5,,39.39052656,SP Angel Corporate Finance LLP,0.8905,-,-,,,,,,,,,,,,,
AIM,28/07/2014,01/07/2014,2014,IPO,ULS ,ULS TECHNOLOGY PLC,New Company Placing,,United Kingdom,5555,Media,Media Agencies,40,,28.157,Numis Securities Limited,4.6145,-,-,,,,,,,,,,,,,
AIM,25/07/2014,01/07/2014,2014,IPO,BCN ,BACANORA MINERALS LTD,New Company Placing,,Canada,1775,Mining,General Mining,33,,66.526,Cairn Financial Advisers LLP,4.75,-,-,,,,,,,,,,,,,
AIM,24/07/2014,01/07/2014,2014,IPO,EPWN,EPWIN GROUP PLC,New Company Placing,,United Kingdom,2353,Construction & Materials,Building Materials & Fixtures,100,,131.288,Zeus Capital Limited,10,-,-,105,105,96,66.64697266,2752423,71.10152435,73.67144775,70.84011078,60.42243195,99.7502594,75.86862946,66.537323,
AIM,24/07/2014,01/07/2014,2014,IPO,DJI ,DJI HLDGS PLC,New Company Placing,,United Kingdom,5752,Travel & Leisure,Gambling,100,,150.755,Canaccord Genuity Ltd,9,-,-,,,,,,,,,,,,,
